,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,status,Vgchartzscore,average_rating
7335,BIT.TRIP BEAT,Misc,,PC,Gaijin Entertainment,Gaijin Games Inc.,7.5,,0.27,,,,,2010,1,,7.5
7294,NFL Street 3,Sports,E,PSP,EA Sports BIG,EA Tiburon,6.7,,0.27,0.24,0.0,,0.02,2006,1,,6.7
7319,Call of Juarez: The Cartel,Shooter,M,X360,Ubisoft,Techland,5.2,,0.27,0.14,0.1,,0.03,2011,1,,5.2
7306,NBA Live 2004,Sports,E,GC,EA Sports,EA Canada,8.4,,0.27,0.21,0.05,,0.01,2003,1,,8.4
7315,Alundra 2: A New Legend Begins,Role-Playing,T,PS,Activision,Matrix Software,7.1,,0.27,0.15,0.1,,0.02,2000,1,,7.1
7280,Gun,Shooter,M,X360,Activision,Neversoft Entertainment,7.5,,0.27,0.24,0.01,,0.02,2005,1,,7.5
7286,Dragon Ball Z: Tenkaichi Tag Team,Fighting,T,PSP,Namco Bandai,Dimps Corporation,6.0,,0.27,0.11,0.04,0.09,0.03,2010,1,,6.0
7292,Dragon Age Origins: Awakening,Role-Playing,M,PS3,Electronic Arts,BioWare Corp.,8.3,,0.27,0.24,,,0.02,2010,1,,8.3
7323,The Sims 2: Pets,Simulation,T,GC,Electronic Arts,Maxis,6.9,,0.27,0.21,0.05,,0.01,2006,1,,6.9
7343,MLB 09: The Show,Sports,E,PSP,Sony Computer Entertainment,SCE San Diego Studio,8.8,,0.27,0.24,,,0.02,2009,1,,8.8
7362,Section 8,Shooter,T,X360,SouthPeak Interactive,TimeGate Studios,7.1,,0.27,0.15,0.09,,0.02,2009,1,,7.1
7264,Tiger Woods PGA Tour 07,Sports,E,PSP,EA Sports,Team Fusion,7.6,,0.27,0.2,0.04,,0.03,2006,1,,7.6
7272,Condemned: Criminal Origins,Action,M,X360,Sega,Monolith Productions,8.2,,0.27,,,,,2005,1,,8.2
7231,Baten Kaitos: Eternal Wings and the Lost Ocean,Role-Playing,T,GC,Namco,tri-Crescendo / Monolith Soft,8.2,,0.27,0.21,0.05,,0.01,2004,1,,8.2
7254,NHL 2K11,Sports,E10,Wii,2K Sports,Visual Concepts,6.3,,0.27,0.23,0.02,,0.02,2010,1,,6.3
7259,Ty the Tasmanian Tiger,Platform,E,GC,Electronic Arts,Krome Studios,7.1,,0.27,0.21,0.05,,0.01,2002,1,,7.1
7238,Pac-Pix,Puzzle,E,DS,Namco,Namco,6.8,,0.27,0.16,0.0,0.1,0.01,2005,1,,6.8
7257,Disney's Chicken Little,Platform,E10,GC,Buena Vista,Avalanche Software,7.0,,0.27,0.21,0.05,,0.01,2005,1,,7.0
7249,The Club,Shooter,M,X360,Sega,Bizarre Creations,7.5,,0.27,0.15,0.1,,0.02,2008,1,,7.5
7253,NHL 07,Sports,E10,X360,EA Sports,EA Canada,8.0,,0.27,0.25,0.0,,0.02,2006,1,,8.0
7241,NASCAR 2011: The Game,Racing,E,PS3,Activision,Eutechnyx,6.0,,0.27,0.25,,,0.02,2011,1,,6.0
7232,Shadows of the Damned,Action,M,PS3,Electronic Arts,Grasshopper Manufacture,7.9,,0.27,0.11,0.09,0.04,0.03,2011,1,,7.9
7258,Brain Age: Concentration Training,Misc,E,3DS,Nintendo,Nintendo,7.5,,0.27,,,0.27,,2013,1,,7.5
7230,Transformers: Cybertron Adventures,Action,T,Wii,Activision,High Moon Studios,3.7,,0.27,0.14,0.1,,0.02,2010,1,,3.7
7223,Etrian Odyssey V: Beyond the Myth,Role-Playing,T,3DS,Atlus,Atlus,7.9,,0.27,0.11,0.01,0.14,0.01,2017,1,,7.9
7221,Iron Man 2,Action,T,X360,Sega,"Sega Studios, San Francisco",5.1,,0.27,0.15,0.1,,0.03,2010,1,,5.1
7219,Batman: Arkham Origins Blackgate,Action-Adventure,T,3DS,Warner Bros. Interactive Entertainment,Armature Studio,7.0,,0.27,0.16,0.09,,0.02,2013,1,,7.0
7212,GRID 2,Misc,,X360,Codemasters,Unknown,,,0.27,0.08,0.17,0.0,0.02,2013,1,8.3,8.3
7195,Metal Gear Solid V: Ground Zeroes,Action-Adventure,M,XOne,Konami Digital Entertainment,Kojima Productions,7.7,,0.27,0.13,0.13,,0.02,2014,1,,7.7
7197,Resident Evil 2: Dual Shock Edition,Action,M,PS,Capcom,Capcom,9.0,,0.27,,,0.26,0.02,1998,1,,9.0
7205,Dead Rising 2: Off the Record,Action,M,X360,Capcom,Blue Castle Games,7.6,,0.27,0.17,0.08,,0.02,2011,1,,7.6
7278,The Conduit,Shooter,T,Wii,Sega,High Voltage Software,6.6,8.2,0.27,,,,,2009,1,8.3,7.7
7140,ExciteBots: Trick Racing,Racing,E,Wii,Nintendo,Monster Games,7.7,,0.28,0.26,,,0.02,2009,1,8.5,8.1
7142,The Binding of Isaac: Afterbirth+,Action,M,NS,Nicalis,Nicalis,9.0,,0.28,0.17,0.08,,0.03,2017,1,,9.0
7150,Gundam Versus,Action,T,PS4,Namco Bandai Games,Namco Bandai Games,7.3,,0.28,0.08,,0.18,0.02,2017,1,,7.3
7151,Shin Megami Tensei: Strange Journey,Role-Playing,M,DS,Atlus,Atlus Co.,8.0,,0.28,0.13,,0.14,0.01,2010,1,7.5,7.75
7161,Castlevania: Aria of Sorrow,Platform,T,GBA,Konami,KCET,8.8,,0.28,0.2,0.07,,0.0,2003,1,,8.8
7170,FIFA 07 Soccer,Sports,E,X360,EA Sports,EA Canada,7.1,,0.28,0.24,0.01,,0.02,2006,1,,7.1
7168,Armored Core: Project Phantasma,Simulation,T,PS,ASCII Entertainment,From Software,7.2,,0.28,0.06,0.04,0.15,0.02,1998,1,,7.2
7172,Over the Hedge,Platform,E,DS,Activision,Vicarious Visions,7.1,,0.28,0.24,0.01,,0.02,2006,1,,7.1
7159,Etrian Mystery Dungeon,Role-Playing,E10,3DS,Atlus,Spike Chunsoft,7.6,,0.28,0.11,0.01,0.14,0.01,2015,1,,7.6
7137,Madagascar,Platform,E10,XB,Activision,Toys for Bob,6.8,,0.28,0.21,0.06,,0.01,2005,1,,6.8
7165,Mass Effect 3,Role-Playing,M,WiiU,Electronic Arts,BioWare,9.2,,0.28,0.14,0.12,,0.02,2012,1,,9.2
7174,Siren: Blood Curse,Action-Adventure,M,PS3,Sony Computer Entertainment,SCE Japan Studio,8.3,,0.28,,0.17,0.09,0.01,2008,1,,8.3
7119,Pac-Man Fever,Misc,E,GC,Namco,Mass Media,5.1,,0.28,0.21,0.06,,0.01,2002,1,,5.1
7136,The Warriors,Action,M,PSP,Rockstar Games,Rockstar Toronto / Leeds,8.1,,0.28,0.23,0.02,,0.03,2007,1,,8.1
7082,Little Nightmares,Platform,T,PC,Namco Bandai Games,Tarsier Studios,8.6,,0.28,,,,,2017,1,,8.6
7106,Patapon 3,Platform,E,PSP,Sony Computer Entertainment,Pyramid/JAPAN Studio,7.4,,0.28,0.05,0.04,0.17,0.02,2011,1,,7.4
7118,Darksiders,Action,M,PS3,THQ,Vigil Games,7.8,8.5,0.28,0.02,0.14,0.02,0.1,2010,1,8.2,8.166666666666666
7107,Corvette,Racing,E,GBA,TDK Mediactive,Visual Impact,4.9,,0.28,0.2,0.07,,0.01,2003,1,,4.9
7120,SimCity 4,Simulation,E,PC,Electronic Arts,Maxis,8.7,,0.28,0.01,0.24,,0.02,2003,1,,8.7
7156,Ice Age: Dawn of the Dinosaurs,Platform,E10,Wii,Activision,Eurocom Entertainment Software,7.2,,0.28,0.11,0.14,,0.03,2009,1,6.9,7.050000000000001
7173,Rhythm Thief & the Emperor's Treasure,Misc,,3DS,Sega,Sega,7.5,,0.28,0.07,0.07,0.12,0.01,2012,1,,7.5
7125,EyePet,Simulation,E,PSP,Sony Computer Entertainment,SCEE London Studio,4.9,,0.28,0.02,0.17,,0.09,2010,1,,4.9
7130,Virtua Fighter 5 Online,Fighting,T,X360,Sega,Sega-AM2,9.2,,0.28,0.2,0.02,0.03,0.02,2007,1,8.7,8.95
7090,Wild ARMs 5,Role-Playing,T,PS2,Xseed Games,Media.Vision,7.5,,0.28,0.14,0.11,,0.04,2007,1,,7.5
7132,Civilization II,Strategy,E,PS,Activision,LTI Grey Matter,8.2,,0.28,0.15,0.11,,0.02,1998,1,,8.2
7101,Guitar Hero: Van Halen,Misc,T,PS3,Activision,Neversoft Entertainment,6.2,,0.28,0.14,0.09,,0.04,2009,1,,6.2
7004,Assassin's Creed II: Discovery,Platform,T,DS,Ubisoft,Griptonite Games,7.3,,0.28,0.15,0.11,,0.03,2009,1,,7.3
7086,Dead or Alive,Fighting,T,PS,Tecmo,Team Ninja,8.3,,0.28,0.09,0.06,0.1,0.02,1998,1,,8.3
7127,Mister Mosquito,Shooter,T,PS2,Eidos Interactive,Zoom Inc.,6.6,,0.28,0.05,0.04,0.17,0.01,2002,1,,6.6
7051,Operation Flashpoint: Red River,Shooter,M,X360,Codemasters,Codemasters,7.0,,0.28,0.1,0.14,0.01,0.03,2011,1,,7.0
7047,Transformers: Dark of the Moon,Action,T,X360,Activision,High Moon Studios,6.5,,0.28,0.13,0.12,,0.03,2011,1,,6.5
7088,Need for Speed: Most Wanted (2012),Racing,E10,WiiU,Electronic Arts,Criterion Games,8.4,,0.28,0.13,0.13,,0.02,2013,1,,8.4
7066,Batman: The Brave and the Bold the Videogame,Action,E10,Wii,Warner Bros. Interactive,WayForward Technologies,7.5,,0.28,0.2,0.05,,0.02,2010,1,,7.5
7072,MLB 07: The Show,Sports,E,PSP,Sony Computer Entertainment,SCEA San Diego Studios,8.1,,0.28,0.26,,,0.02,2007,1,,8.1
7070,Dead to Rights: Retribution,Shooter,M,PS3,Namco Bandai,Volatile Games,6.0,,0.28,0.1,0.12,0.02,0.05,2010,1,,6.0
7080,Mega Man ZX,Platform,E,DS,Capcom,Inti Creates,8.1,,0.28,0.16,0.0,0.1,0.02,2006,1,,8.1
7129,Rugby World Cup 2011,Sports,E,X360,505 Games,HB Studios Multimedia,4.8,,0.28,0.03,0.21,,0.04,2011,1,,4.8
7050,El Shaddai: Ascension of the Metatron,Action,T,PS3,Ignition Entertainment,Ignition Entertainment,8.0,,0.28,0.11,0.07,0.08,0.03,2011,1,,8.0
7061,Carol Vorderman's Sudoku,Puzzle,E,PS2,Eidos Interactive,Empire Interactive,7.4,,0.28,,0.23,,0.05,2007,1,,7.4
7044,Kung Fu Chaos,Fighting,T,XB,Microsoft Game Studios,Just Add Monsters,7.0,,0.28,0.21,0.06,,0.01,2003,1,,7.0
7048,Godzilla: Domination!,Fighting,E,GBA,Atari,WayForward Pocket Team,4.7,,0.28,0.2,0.07,,0.01,2002,1,,4.7
7038,Medieval Moves: Deadmund's Quest,Action,E10,PS3,Sony Computer Entertainment,Zindagi Games,7.0,,0.28,0.13,0.11,,0.05,2011,1,,7.0
7002,Shadow Hearts,Role-Playing,M,PS2,Midway Games,Sacnoth,7.0,,0.28,0.09,0.07,0.1,0.02,2001,1,,7.0
6992,Disney's Extreme Skate Adventure,Sports,E,GBA,Activision,Vicarious Visions,6.6,,0.28,0.2,0.08,,0.01,2003,1,,6.6
6994,Dragon Ball GT: Transformation,Action,E10,GBA,Atari,Webfoot Technologies,7.7,,0.28,0.2,0.08,,0.01,2005,1,,7.7
7017,DeathSmiles,Shooter,T,X360,Aksys Games,Cave,8.0,,0.28,0.15,0.06,0.05,0.02,2010,1,,8.0
7085,Disney's Treasure Planet,Action,E,GBA,Disney Interactive Studios,Disney Interactive,6.3,,0.28,0.2,0.07,,0.01,2002,1,,6.3
7023,Pirates of the Caribbean: Dead Man's Chest,Adventure,T,PSP,Buena Vista,Griptonite Games,4.3,,0.28,0.25,0.01,,0.02,2006,1,,4.3
7036,Guitar Hero: Van Halen,Misc,T,Wii,Activision,Neversoft Entertainment,5.0,,0.28,0.13,0.12,,0.03,2009,1,,5.0
7019,World of Tanks,Shooter,T,PC,Wargaming.net,Wargaming.net,7.8,,0.28,,0.23,,0.05,2011,1,,7.8
7039,SAW,Action,M,X360,Konami,Zombie Studios,6.2,,0.28,0.13,0.12,,0.03,2009,1,,6.2
7025,Final Fantasy VI Advance,Role-Playing,E10,GBA,Nintendo,Square Enix,9.1,,0.28,,,0.28,0.01,2007,1,,9.1
7028,WarioWare Gold,Misc,E10,3DS,Nintendo,Intelligent Systems,8.1,,0.28,0.11,0.03,0.13,0.01,2018,1,,8.1
6965,Rock Revolution,Misc,T,X360,Konami,Zoe Mode / HB Studios,3.6,,0.29,0.26,0.0,,0.02,2008,1,,3.6
6982,Earthworm Jim,Platform,E,GBA,Majesco,Game Titan,7.2,,0.29,0.2,0.08,,0.01,2001,1,,7.2
6983,Tales of Phantasia,Role-Playing,E10,GBA,Nintendo,Wolfteam / Namco Tales Studio,7.0,,0.29,0.08,0.03,0.17,0.01,2006,1,,7.0
6897,Duel Masters: Sempai Legends,Misc,E,GBA,Atari,Mistic Software,7.1,,0.29,0.21,0.08,,0.01,2004,1,,7.1
6984,The Golden Compass,Adventure,E10,PS3,Sega,Shiny Entertainment,4.3,,0.29,0.14,0.1,,0.05,2007,1,,4.3
6958,Rayman 3: Hoodlum Havoc,Platform,E,PS2,Ubisoft,Ubisoft,7.4,,0.29,0.14,0.11,,0.04,2003,1,,7.4
6950,Feel the Magic XY/XX,Puzzle,T,DS,Sega,Sonic Team,7.7,,0.29,0.17,0.0,0.1,0.02,2004,1,,7.7
6947,Dead Rising: Chop Till You Drop,Action,M,Wii,Capcom,Capcom Production Studio 1 / TOSE Software,6.7,7.2,0.29,0.15,0.07,0.05,0.02,2009,1,7.7,7.2
6953,Ever Oasis,Role-Playing,E10,3DS,Nintendo,GREZZO,8.1,,0.29,0.13,0.08,0.05,0.02,2017,1,,8.1
6936,Sengoku Basara: Samurai Heroes,Action,T,Wii,Capcom,Capcom,6.0,,0.29,0.06,0.02,0.2,0.01,2010,1,,6.0
6976,Spyro: A Hero's Tail,Platform,E,GC,VU Games,Eurocom Entertainment Software,6.4,,0.29,0.22,0.06,,0.01,2004,1,,6.4
6903,The Lord of the Rings: The Third Age,Role-Playing,T,GC,Electronic Arts,EA Redwood Shores,7.9,,0.29,0.22,0.06,,0.01,2004,1,,7.9
6852,FlatOut: Head On,Racing,T,PSP,Warner Bros. Interactive,Bugbear Entertainment,7.3,,0.29,0.13,0.11,,0.06,2008,1,,7.3
6938,Warriors Orochi 2,Action,T,PSP,KOEI,Omega Force,5.3,,0.29,0.06,0.0,0.22,0.01,2009,1,,5.3
6902,The BIGS 2,Sports,E10,Wii,2K Sports,Blue Castle Games,6.3,,0.29,0.26,0.01,,0.02,2009,1,6.1,6.199999999999999
6918,The Legend of Legacy,Role-Playing,E10,3DS,Atlus,Cattle Call,6.0,,0.29,0.14,0.02,0.11,0.02,2015,1,,6.0
6910,Overcooked! 2,Simulation,,NS,Sold Out,Ghost Town Games,8.4,,0.29,0.17,0.09,0.01,0.03,2018,1,8.0,8.2
6920,Majin and the Forsaken Kingdom,Adventure,T,PS3,Namco Bandai,Game Republic,7.0,,0.29,0.09,0.14,0.01,0.05,2010,1,,7.0
6898,Trauma Center: New Blood,Simulation,T,Wii,Atlus,Atlus Co.,7.5,,0.29,0.22,0.04,0.01,0.02,2007,1,,7.5
6926,The Sims 2,Simulation,T,PC,Electronic Arts,Maxis,8.9,,0.29,0.02,0.24,,0.03,2004,1,,8.9
6888,Forsaken 64,Shooter,M,N64,Acclaim Entertainment,Iguana Entertainment,8.3,,0.29,0.23,0.06,,0.0,1998,1,,8.3
6906,Sonic Boom: Shattered Crystal,Platform,E,3DS,Sega,Sanzaru Games,3.8,,0.29,0.17,0.09,,0.03,2014,1,,3.8
6931,"Sakura Wars: So Long, My Love",Role-Playing,T,PS2,NIS America,RED Entertainment,8.8,,0.29,0.07,0.05,0.15,0.02,2010,1,,8.8
6854,Talon Man Remastered,Puzzle,,Amig,Out of crumpet's:,OutOfTime|OutOfCrumpets,,9.0,0.29,,,,,2018,1,,9.0
6927,MLB Power Pros,Sports,E,Wii,2K Sports,PawaPuro Production,8.5,,0.29,0.23,,0.04,0.02,2007,1,,8.5
6878,The Chronicles of Riddick: Assault on Dark Athena,Shooter,M,X360,Atari,Starbreeze Studios AB,8.2,,0.29,0.16,0.1,,0.03,2009,1,,8.2
6846,Up,Adventure,E10,X360,THQ,THQ,6.5,,0.29,0.2,0.07,,0.03,2009,1,,6.5
6875,Prince of Persia: Rival Swords,Action,T,Wii,Ubisoft,Ubisoft Montreal,7.0,,0.29,0.24,0.03,,0.02,2007,1,,7.0
6848,Harvest Moon: Magical Melody,Simulation,E,Wii,Natsume,Marvelous Interactive,6.3,,0.29,0.23,0.04,,0.02,2009,1,,6.3
6863,Ace Combat: Joint Assault,Simulation,T,PSP,Namco Bandai,Project ACES,7.0,,0.29,0.06,0.05,0.15,0.03,2010,1,,7.0
6885,Trace Memory,Adventure,T,DS,Nintendo,Cing,6.5,,0.29,0.15,0.01,0.12,0.01,2005,1,6.7,6.6
6859,Wanted: Weapons of Fate,Shooter,M,PS3,Warner Bros. Interactive,GRIN,6.2,,0.29,0.14,0.1,0.01,0.04,2009,1,6.5,6.35
6855,Zoo Tycoon 2 DS,Strategy,E,DS,THQ,Altron,6.9,,0.29,0.24,0.03,,0.02,2008,1,,6.9
6864,Atelier Iris 3: Grand Phantasm (US Sales),Role-Playing,T,PS2,NIS America,Gust,6.1,,0.29,0.14,0.11,,0.04,2007,1,,6.1
6862,NieR,Role-Playing,M,X360,Square Enix,Cavia Inc.,6.4,,0.29,0.13,0.1,0.04,0.02,2010,1,,6.4
6851,Kenka Bancho: Badass Rumble,Action,T,PSP,Atlus,Spike,7.0,,0.29,0.07,,0.2,0.01,2009,1,,7.0
6861,Just Dance 2017,Music,E10,NS,Ubisoft,Ubisoft Paris,6.5,,0.29,0.07,0.2,,0.02,2017,1,,6.5
6883,Phoenix Wright: Ace Attorney: Spirit of Justice,Adventure,T,3DS,Capcom,Capcom,8.1,,0.29,,,0.29,,2016,1,,8.1
6842,X-Men Legends II: Rise of Apocalypse,Role-Playing,T,PSP,Activision,Vicarious Visions,8.5,,0.29,0.25,0.01,,0.02,2005,1,,8.5
6830,Little King's Story,Strategy,T,Wii,Xseed Games,Cing Inc. / Town Factory,8.5,9.0,0.29,0.14,0.11,0.02,0.02,2009,1,8.8,8.766666666666667
6843,Dynasty Warriors: Strikeforce,Action,T,PS3,Tecmo Koei,Omega Force,6.8,,0.29,0.11,0.08,0.07,0.03,2010,1,,6.8
6811,Sword Art Online: Fatal Bullet,Role-Playing,T,PS4,Namco Bandai Games,Dimps Corporation,,,0.29,0.11,0.03,0.13,0.03,2018,1,6.0,6.0
6812,Spider-Man: Friend or Foe,Action,E10,X360,Activision,Next Level Games,5.9,,0.29,0.26,0.01,,0.02,2007,1,,5.9
6814,Grandia II,Role-Playing,T,PS2,Ubisoft,Game Arts,7.4,,0.29,0.14,0.11,,0.04,2002,1,,7.4
6877,VA-11 HALL-A,Adventure,M,PC,Ysbryd Games,Sukeban Games,8.4,,0.29,,,,,2016,1,,8.4
6821,Naruto to Boruto: Shinobi Striker,Action,T,PS4,Bandai Namco Games,Soleil Software Studio Inc.,8.5,,0.29,0.19,0.03,0.02,0.05,2018,1,,8.5
6840,Assassin's Creed IV: Black Flag,Action-Adventure,M,WiiU,Ubisoft,Ubisoft Montreal,8.5,,0.29,0.17,0.1,,0.03,2013,1,,8.5
6834,Call of Juarez: The Cartel,Shooter,M,PS3,Ubisoft,Techland,5.4,,0.29,0.12,0.12,,0.05,2011,1,,5.4
6850,NBA Live 06,Sports,E,X360,EA Sports,EA Canada,6.5,,0.29,0.27,0.0,,0.02,2005,1,,6.5
6825,Glory of Heracles,Role-Playing,E10,DS,Nintendo,Paon Corporation,6.8,,0.29,0.19,,0.08,0.02,2010,1,6.4,6.6
6705,Sing Party,Party,E10,WiiU,Nintendo,FreeStyleGames,6.8,,0.3,0.15,0.13,,0.03,2012,1,,6.8
6779,Shaun White Snowboarding: World Stage,Sports,E,Wii,Ubisoft,Ubisoft Montreal,7.2,,0.3,0.24,0.03,,0.02,2009,1,,7.2
6801,N3: Ninety-Nine Nights,Action,M,X360,Microsoft Game Studios,Q Entertainment / Phantagram,6.3,,0.3,0.2,0.03,0.05,0.02,2006,1,,6.3
6790,Guitar Hero: Van Halen,Misc,T,X360,Activision,Neversoft Entertainment,6.2,,0.3,0.16,0.1,,0.03,2009,1,,6.2
6789,Radiant Historia,Role-Playing,E10,DS,Atlus,Atlus Co.,8.5,,0.3,0.19,,0.09,0.02,2011,1,,8.5
6787,Capcom Classics Collection Remixed,Misc,T,PSP,Capcom,Digital Eclipse,7.7,,0.3,0.27,0.0,,0.02,2006,1,,7.7
6780,Finding Nemo: The Continuing Adventures,Action,E,GBA,THQ,Altron,8.0,,0.3,0.21,0.08,,0.01,2004,1,,8.0
6803,Bejeweled 3,Puzzle,E,PC,PopCap Games,PopCap Games,8.1,,0.3,,,,,2010,1,,8.1
6747,NBA Live 2003,Sports,E,GC,EA Sports,EA Canada,8.4,,0.3,0.23,0.06,,0.01,2002,1,,8.4
6740,Rayman 2: Revolution,Platform,E,PS2,Ubisoft,Ubisoft,8.7,,0.3,0.15,0.11,,0.04,2001,1,,8.7
6771,Fist of the North Star: Ken's Rage 2,Action,M,PS3,Tecmo Koei,Koei,5.0,,0.3,,,0.3,,2013,1,,5.0
6768,Full Spectrum Warrior,Strategy,M,PS2,THQ,Pandemic Studios,8.5,,0.3,0.15,0.11,,0.04,2005,1,,8.5
6753,LEGO DC Super-Villains,Action-Adventure,,XOne,Warner Bros. Interactive Entertainment,Traveller's Tales,,,0.3,0.2,0.07,,0.03,2018,1,7.0,7.0
6750,Dragon Force,Strategy,E,SAT,Working Designs,Sega,9.0,,0.3,,,0.3,0.0,1996,1,,9.0
6792,Batman: The Brave and the Bold the Videogame,Action,E10,DS,Warner Bros. Interactive,WayForward Technologies,7.5,,0.3,0.23,0.04,,0.02,2010,1,,7.5
6802,Syphon Filter: Dark Mirror,Shooter,M,PSP,Sony Computer Entertainment,SCEA Bend Studio,8.5,,0.3,0.26,0.01,,0.03,2006,1,,8.5
6807,MySims SkyHeroes,Action,E10,Wii,Electronic Arts,The Sims Studio,6.4,,0.3,0.16,0.1,,0.03,2010,1,,6.4
6774,FIFA 15,Sports,E,PC,EA Sports,EA Canada,7.0,,0.3,,0.28,,0.02,2014,1,,7.0
6745,Devil May Cry 4,Action,M,PC,Capcom,Capcom,7.5,,0.3,,,,,2008,1,,7.5
6676,Def Jam Rapstar,Misc,T,X360,Konami,4mm Games / Terminal Reality,7.4,,0.3,0.26,0.03,,0.02,2010,1,,7.4
6735,Crazy Taxi: Catch a Ride,Racing,E,GBA,THQ,Graphic State,4.8,,0.3,0.21,0.08,,0.01,2003,1,,4.8
6730,Shovel Knight,Platform,E,WiiU,Yacht Club Games,Yacht Club Games,9.0,,0.3,,,,,2014,1,,9.0
6751,Dynasty Warriors 6,Action,T,X360,KOEI,Omega Force,6.2,,0.3,0.15,0.06,0.06,0.02,2008,1,,6.2
6713,PowerUp Heroes,Fighting,E10,X360,Ubisoft,Ubisoft,4.0,,0.3,0.18,0.09,,0.03,2011,1,,4.0
6718,Magna Carta 2,Role-Playing,T,X360,Namco Bandai,SoftMax,6.6,,0.3,0.13,0.07,0.07,0.02,2009,1,,6.6
6717,Resident Evil Archives: Resident Evil,Action,M,Wii,Capcom,Capcom Production Studio 4,7.6,,0.3,0.16,0.04,0.08,0.02,2009,1,,7.6
6716,Looney Tunes: Duck Amuck,Action,E,DS,Warner Bros. Interactive,WayForward Technologies,6.4,,0.3,0.28,0.0,,0.02,2007,1,,6.4
6704,Cart World Series,Racing,E,PS,Sony Computer Entertainment,SCEA,7.0,,0.3,0.17,0.11,,0.02,1997,1,,7.0
6701,Monopoly for Nintendo Switch,Board Game,E,NS,Ubisoft,Engine Software,5.3,,0.3,0.06,0.22,0.01,0.02,2017,1,,5.3
6696,Chaos Legion,Action,T,PS2,Capcom,Capcom Production Studio 6,6.2,,0.3,0.15,0.12,,0.04,2003,1,,6.2
6692,Burnout,Racing,E,GC,Acclaim Entertainment,Criterion Games,7.7,,0.3,0.23,0.06,,0.01,2002,1,,7.7
6695,Lumines ll,Puzzle,E10,PSP,Buena Vista,Q Entertainment,8.0,,0.3,0.12,0.12,,0.07,2006,1,,8.0
6685,Madagascar,Platform,E,DS,Activision,Vicarious Visions,6.3,,0.3,0.25,0.03,,0.02,2005,1,,6.3
6675,The King of Fighters XIII,Fighting,T,PS3,Atlus,SNK Playmore Corporation,7.8,,0.3,0.17,0.07,0.04,0.03,2011,1,,7.8
6670,F1 2013,Racing,,X360,Codemasters,Codemasters Birmingham,,,0.3,0.01,0.28,0.0,0.02,2013,1,8.0,8.0
6673,Contra 4,Shooter,T,DS,Konami,WayForward Technologies,8.1,,0.3,0.28,,0.01,0.02,2007,1,,8.1
6728,Monster Truck Madness 64,Racing,E,N64,Rockstar Games,Edge of Reality,5.5,,0.3,0.24,0.06,,0.0,1999,1,,5.5
6687,Tom Clancy's Splinter Cell 3D,Action,T,3DS,Ubisoft,Gameloft,8.0,,0.3,0.14,0.07,0.07,0.02,2011,1,,8.0
6679,Ehrgeiz,Fighting,T,PS,Square,DreamFactory,6.7,,0.3,0.17,0.12,,0.02,1999,1,,6.7
6662,NBA Live 08,Sports,E,PSP,Electronic Arts,EA Canada,6.8,,0.31,0.28,0.0,0.0,0.02,2007,1,,6.8
6660,KuruKuru Kururin,Puzzle,,GBA,Nintendo,Eighting/Raizing,7.2,,0.31,,,0.3,0.01,2001,1,,7.2
6626,Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,Strategy,E10,DS,Konami,Konami,7.6,,0.31,0.18,0.02,0.09,0.02,2010,1,,7.6
6656,Silent Hill: Shattered Memories,Adventure,M,PSP,Konami,Climax Group,7.8,,0.31,0.09,0.13,0.01,0.07,2010,1,,7.8
6654,A Collection of Intellivision Classic Games,Misc,E,PS,Activision,LTI,4.3,,0.31,0.17,0.12,,0.02,1999,1,,4.3
6655,Star Wars Episode III: Revenge of the Sith,Action,E10,DS,Ubisoft,Ubisoft Montreal,7.3,,0.31,0.25,0.03,,0.02,2005,1,,7.3
6634,Star Wars Racer Revenge,Racing,E,PS2,LucasArts,Rainbow Studios,7.8,,0.31,0.15,0.12,,0.04,2002,1,,7.8
6637,Spider-Man 3,Platform,T,PSP,Activision,Treyarch,5.3,,0.31,0.01,0.24,,0.06,2007,1,,5.3
6642,South Park: Chef's Luv Shack,Misc,M,PS,Acclaim Entertainment,Acclaim Studios Austin,3.1,,0.31,0.17,0.12,,0.02,1999,1,,3.1
6614,Tiger Woods PGA Tour 06,Sports,E,X360,EA Sports,EA Sports,6.9,,0.31,0.28,0.0,,0.02,2005,1,,6.9
6648,40 Winks,Platform,E,PS,GT Interactive,Eurocom Entertainment Software,5.5,,0.31,0.17,0.12,,0.02,1999,1,,5.5
6667,NASCAR 2011: The Game,Racing,E,X360,Activision,Eutechnyx,6.0,,0.31,0.29,,,0.02,2011,1,,6.0
6651,The Settlers 7: Paths to a Kingdom,Strategy,E10,PC,Ubisoft,Blue Byte,7.8,,0.31,,0.27,,0.04,2010,1,,7.8
6627,NASCAR Thunder 2003,Racing,E,GC,EA Sports,EA Tiburon,8.8,,0.31,0.24,0.06,,0.01,2002,1,,8.8
6563,Mega Man Maverick Hunter X,Platform,E10,PSP,Capcom,Capcom,7.9,,0.31,0.27,0.01,,0.03,2006,1,,7.9
6616,Shaun White Snowboarding,Sports,E10,PS2,Ubisoft,Ubisoft Montreal,6.2,,0.31,0.15,0.12,,0.04,2008,1,,6.2
