,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,status,Vgchartzscore,average_rating
6605,Might & Magic: Clash of Heroes,Role-Playing,E10,PC,Ubisoft,Capybara Games,,8.0,0.31,,,,,2011,1,,8.0
6581,Dark Void,Action,T,X360,Capcom,Airtight Games,6.1,,0.31,0.19,0.09,,0.03,2010,1,,6.1
6574,Fuel,Racing,E,X360,Codemasters,Asobo Studios,6.6,,0.31,0.09,0.18,0.0,0.04,2009,1,,6.6
6657,Her Story,Adventure,,PC,Sam Barlow,Sam Barlow,8.7,,0.31,,,,,2015,1,,8.7
6556,Namco Museum: Virtual Arcade,Misc,E10,X360,Namco Bandai,Namco Bandai Games,7.0,,0.31,0.27,0.01,0.01,0.02,2008,1,,7.0
6527,Etrian Odyssey III: The Drowned City,Role-Playing,E10,DS,Atlus,Atlus Co. / Lancarse,7.3,,0.31,0.12,,0.19,0.01,2010,1,,7.3
6562,The Matrix: Path of Neo,Action,T,XB,Atari,Shiny Entertainment,6.7,,0.31,0.23,0.07,,0.01,2005,1,,6.7
6539,Bust-A-Move Universe,Puzzle,E,3DS,Square Enix,Arika,5.6,,0.31,0.08,0.15,0.06,0.02,2011,1,,5.6
6595,Bass Hunter 64,Sports,E,N64,Take-Two Interactive,Gear Head Entertainment,6.0,,0.31,0.25,0.06,,0.0,1999,1,,6.0
6529,WarCraft II: The Dark Saga,Strategy,T,PS,Electronic Arts,Blizzard Entertainment,7.3,,0.31,0.18,0.12,,0.02,1997,1,,7.3
6610,Mega Man Zero Collection,Platform,E,DS,Capcom,Inti Creates,7.5,,0.31,0.17,0.01,0.11,0.02,2010,1,,7.5
6553,Catherine,Puzzle,M,X360,Atlus,Atlus,7.9,,0.31,0.2,0.06,0.03,0.02,2011,1,,7.9
6551,Sonic Boom: Rise of Lyric,Action-Adventure,E10,WiiU,Sega,Big Red Button,3.7,,0.31,0.19,0.09,,0.03,2014,1,,3.7
6489,Marvel Nemesis: Rise of the Imperfects,Fighting,T,PSP,Electronic Arts,Team Fusion,6.8,,0.32,0.29,0.0,,0.02,2005,1,,6.8
6437,Folklore,Role-Playing,T,PS3,Sony Computer Entertainment,Game Republic,7.5,8.7,0.32,0.2,0.04,0.05,0.03,2007,1,7.7,7.966666666666666
6518,Crash of the Titans,Action,E10,X360,Sierra Entertainment,Radical Entertainment,6.6,,0.32,0.27,0.02,,0.02,2007,1,,6.6
6513,DJ Hero,Misc,T,PS2,Activision,FreeStyleGames,8.3,,0.32,0.1,0.02,,0.2,2009,1,,8.3
6512,BlazBlue: Continuum Shift,Fighting,T,X360,Aksys Games,Arc System Works,8.6,,0.32,0.23,0.04,0.02,0.02,2010,1,,8.6
6509,Atom Zombie Smasher,Strategy,,PC,Unknown,Blendo Games,7.2,,0.32,,,,,2011,1,,7.2
6496,Test Drive Unlimited,Racing,E10,X360,Atari,Eden Studios,8.0,,0.32,0.23,0.04,0.02,0.02,2006,1,,8.0
6507,Payday 2,Shooter,M,PS4,505 Games,Overkill Software,6.5,,0.32,0.12,0.14,,0.05,2015,1,,6.5
6497,Singularity,Shooter,M,X360,Activision,Raven Software,7.7,,0.32,0.24,0.04,0.0,0.03,2010,1,7.7,7.7
6464,WipEout Pulse,Racing,E10,PSP,Sony Computer Entertainment,Studio Liverpool,8.2,,0.32,0.13,0.12,,0.06,2008,1,,8.2
6502,Clive Barker's Jericho,Shooter,M,X360,Codemasters,Mercury Steam / Alchemic Productions,5.8,,0.32,0.28,0.01,,0.02,2007,1,,5.8
6398,Shin Megami Tensei: Persona 2: Innocent Sin,Role-Playing,T,PSP,Atlus,Atlus Co.,7.0,,0.32,0.14,0.04,0.11,0.04,2011,1,,7.0
6520,Shenmue II,Adventure,T,XB,Microsoft,Sega-AM2,7.9,,0.32,0.22,0.08,,0.01,2002,1,,7.9
6454,Street Fighter Alpha 2,Fighting,T,SAT,Capcom,Capcom,8.1,,0.32,,,0.32,,1996,1,,8.1
6440,Rayman 2: The Great Escape,Platform,E,PS,Ubisoft,Ubisoft Shanghai,8.7,,0.32,0.18,0.12,,0.02,2000,1,,8.7
6438,Zeno Clash,Shooter,T,PC,Tripwire Interactive,ACE Team,,,0.32,,,,,2009,1,8.4,8.4
6467,"Ed, Edd n Eddy: Jawbreakers!",Adventure,E,GBA,BAM! Entertainment,Crawfish Interactive - Climax,5.0,,0.32,0.23,0.08,,0.01,2002,1,,5.0
6451,Phineas and Ferb: Across the 2nd Dimension,Action,E10,PS3,Disney Interactive Studios,High Impact Games,6.8,,0.32,0.15,0.12,,0.05,2011,1,,6.8
6466,Prey,Shooter,M,X360,2K Games,Venom Games / Human Head Studios,8.2,,0.32,0.27,0.03,,0.02,2006,1,,8.2
6428,Vin Diesel: Wheelman,Racing,T,PS3,Ubisoft,Tigon,6.9,,0.32,0.12,0.14,,0.05,2009,1,,6.9
6515,Rugby World Cup 2011,Sports,E,PS3,505 Games,HB Studios Multimedia,4.5,,0.32,,0.25,,0.07,2011,1,,4.5
6400,Bust-A-Move '99,Puzzle,E,PS,Acclaim Entertainment,Taito Corporation,7.7,,0.32,0.18,0.12,,0.02,1999,1,,7.7
6426,Beautiful Katamari,Puzzle,E,X360,Namco Bandai,Now Production,7.3,,0.32,0.14,0.02,0.15,0.02,2007,1,,7.3
6425,Bleach: Shattered Blade,Fighting,T,Wii,Sega,Polygon Magic,5.3,,0.32,0.21,0.01,0.08,0.02,2007,1,,5.3
6431,Tony Hawk's American Wasteland,Sports,T,X360,Activision,Neversoft Entertainment,8.2,,0.32,0.28,0.01,,0.03,2005,1,,8.2
6430,Chibi-Robo! Zip Lash,Platform,E,3DS,Nintendo,Nintendo,5.5,,0.32,0.14,0.09,0.07,0.02,2015,1,,5.5
6408,Army of Two: The 40th Day,Shooter,M,PSP,Electronic Arts,Buzz Monkey Software,4.8,,0.32,0.12,0.13,,0.08,2010,1,,4.8
6443,Fortress,Action,E,GBA,Majesco,Pipe Dream Interactive,6.6,,0.32,0.23,0.08,,0.01,2001,1,,6.6
6407,Dead Space 2,Shooter,M,PC,Electronic Arts,Visceral Games,8.9,,0.32,0.13,0.15,,0.04,2011,1,,8.9
6414,LEGO The Incredibles,Action,E10,XOne,Warner Bros. Interactive Entertainment,Traveller's Tales,,,0.32,0.19,0.1,,0.03,2018,1,6.0,6.0
6384,Dead Rising 2: Off the Record,Action,M,PS3,Capcom,Blue Castle Games,7.1,,0.32,0.11,0.08,0.1,0.03,2011,1,,7.1
6422,Final Fantasy XI: Online,MMO,T,PS2,Square Enix,Square Enix,8.4,,0.32,0.08,0.06,0.15,0.02,2004,1,,8.4
6397,Eternal Sonata,Role-Playing,T,X360,Namco Bandai,Tri-Crescendo,7.9,,0.32,0.19,0.04,0.08,0.02,2007,1,,7.9
6379,Championship Bass,Sports,E,PS,EA Sports,EA Seattle,7.1,,0.32,0.18,0.12,,0.02,2000,1,,7.1
6372,Elebits,Action,E,Wii,Konami,Konami,7.3,,0.32,0.22,0.01,0.08,0.02,2006,1,,7.3
6434,Prince of Persia: The Sands of Time,Adventure,T,GC,Ubisoft,Ubisoft Montreal,9.0,,0.32,0.25,0.06,,0.01,2003,1,,9.0
6381,Golden Axe: Beast Rider,Action,M,PS3,Sega,Secret Level,4.5,,0.32,0.13,0.14,,0.06,2008,1,,4.5
6370,Final Fantasy XI: Wings of the Goddess,Role-Playing,T,X360,Square Enix,Square Enix,6.5,,0.32,0.28,0.0,0.02,0.03,2007,1,,6.5
6406,Operation Flashpoint: Red River,Shooter,M,PS3,Codemasters,Codemasters,6.8,,0.32,0.06,0.14,0.07,0.05,2011,1,,6.8
6393,Marvel: Ultimate Alliance 2,Role-Playing,T,Wii,Activision,n-Space,5.6,,0.32,0.25,0.05,,0.03,2009,1,,5.6
6383,And Yet It Moves,Platform,E,PC,Broken Rules,TU Wien,8.0,,0.32,,,,,2009,1,,8.0
6267,Etrian Odyssey,Role-Playing,T,DS,Atlus,Atlus Co. / Lancarse,7.4,,0.33,0.19,0.03,0.09,0.02,2007,1,,7.4
6286,Planet Puzzle League,Puzzle,E,DS,Nintendo,Intelligent Systems,8.6,,0.33,0.14,0.01,0.16,0.01,2007,1,,8.6
6241,Bomberman World,Puzzle,E,PS,Atlus,Hudson Soft,6.5,,0.33,0.06,0.04,0.22,0.02,1998,1,,6.5
6322,Capcom Classics Collection Reloaded,Misc,T,PSP,Capcom,Capcom,7.1,,0.33,0.26,0.0,0.03,0.03,2006,1,,7.1
6238,Beyond Good & Evil,Adventure,T,PS2,Ubisoft,Ubisoft Montpellier,8.3,,0.33,0.16,0.13,,0.04,2003,1,,8.3
6236,Untold Legends: The Warriors Code,Role-Playing,T,PSP,Sony Online Entertainment,Sony Online Entertainment,6.8,,0.33,0.14,0.12,,0.08,2006,1,,6.8
6232,Dead or Alive 5,Fighting,M,X360,Tecmo Koei,Team Ninja,7.6,,0.33,0.2,0.08,0.03,0.03,2012,1,,7.6
6292,Classic NES Series: Castlevania,Platform,E,GBA,Nintendo,Konami,7.4,,0.33,0.17,0.06,0.09,0.01,2004,1,,7.4
6274,LEGO Harry Potter Collection,Action,E10,NS,Warner Bros. Interactive Entertainment,Traveller's Tales,,,0.33,0.15,0.16,,0.03,2018,1,6.0,6.0
6240,Banjo-Kazooie: Grunty's Revenge,Platform,E,GBA,THQ,Rare Ltd.,6.6,,0.33,0.24,0.09,,0.01,2003,1,,6.6
6269,Fracture,Shooter,T,X360,LucasArts,Day 1 Studios,4.0,,0.33,0.15,0.14,0.0,0.04,2008,1,,4.0
6262,Klonoa 2: Lunatea's Veil,Platform,E,PS2,Namco,Namco,9.4,,0.33,0.12,0.1,0.08,0.03,2001,1,,9.4
6227,Harry Potter and the Deathly Hallows - Part 2,Action,E10,X360,Electronic Arts,EA Bright Light,4.8,,0.33,0.19,0.11,,0.03,2011,1,,4.8
6305,Clock Tower 3,Adventure,M,PS2,Capcom,SunSoft,7.0,,0.33,0.1,0.08,0.12,0.03,2003,1,,7.0
6308,Call of Duty 2: Big Red One,Shooter,T,GC,Activision,Treyarch,7.5,,0.33,0.25,0.07,,0.01,2005,1,,7.5
6311,Resonance of Fate,Role-Playing,T,X360,Sega,tri-Ace,7.4,,0.33,0.12,0.13,0.06,0.03,2010,1,8.0,7.7
6358,Dr. Mario / Puzzle League,Puzzle,E,GBA,Nintendo,Intelligent Systems,7.5,,0.33,0.12,0.04,0.16,0.01,2005,1,,7.5
6361,Major League Baseball 2K6,Sports,E,XB,2K Sports,Kush Games,7.3,,0.33,0.24,0.07,,0.01,2006,1,,7.3
6302,Ultimate NES Remix,Action,E,3DS,Nintendo,Nintendo,7.0,,0.33,0.19,0.11,,0.03,2014,1,7.0,7.0
6320,Kirby: Battle Royale,Fighting,E10,3DS,Nintendo,HAL Laboratory,6.0,,0.33,0.07,0.05,0.2,0.01,2018,1,,6.0
6263,Deus Ex: Invisible War,Shooter,M,XB,Eidos Interactive,Ion Storm,8.5,,0.33,0.25,0.07,,0.01,2003,1,,8.5
6296,GT Advance Championship Racing,Racing,E,GBA,THQ,MTO,7.5,,0.33,0.24,0.09,,0.01,2001,1,,7.5
6304,Disgaea 2: Cursed Memories,Role-Playing,T,PS2,NIS America,Nippon Ichi Software,7.9,,0.33,0.09,0.07,0.15,0.02,2006,1,,7.9
6244,Mega Man ZX Advent,Platform,E10,DS,Capcom,Inti Creates,7.6,,0.33,0.22,0.0,0.09,0.02,2007,1,,7.6
6257,WWE Wrestlemania XIX,Fighting,T,GC,THQ,Yuke's,7.8,,0.33,0.26,0.07,,0.01,2003,1,,7.8
6325,MLB 08: The Show,Sports,E,PSP,Sony Computer Entertainment,SCEA San Diego Studios,8.3,,0.33,0.3,,,0.02,2008,1,,8.3
6327,Tokyo Mirage Sessions #FE,Role-Playing,T,WiiU,Nintendo,Unknown,8.0,,0.33,0.17,0.06,0.08,0.02,2016,1,,8.0
6246,Street Fighter Alpha 3 MAX,Fighting,T,PSP,Capcom,Capcom,7.8,,0.33,0.27,0.01,0.02,0.03,2006,1,,7.8
6250,Ape Escape Academy,Party,E10,PSP,Sony Computer Entertainment,Shift,5.3,,0.33,0.13,0.15,,0.05,2006,1,,5.3
6252,Mystery Case Files: The Malgrave Incident,Adventure,E,Wii,Nintendo,Big Fish Games,6.3,,0.33,0.17,0.13,,0.03,2011,1,,6.3
6273,NBA 2K10,Sports,E,PSP,2K Sports,Visual Concepts,5.5,,0.33,0.3,0.0,0.0,0.03,2009,1,,5.5
6255,Ninja Blade,Action,M,X360,Microsoft,From Software,6.7,,0.33,0.14,0.14,0.02,0.03,2009,1,,6.7
6258,The Sims 2,Simulation,T,GC,Electronic Arts,Maxis,7.6,,0.33,0.26,0.07,,0.01,2005,1,,7.6
6245,Jeanne d'Arc,Role-Playing,T,PSP,Sony Computer Entertainment,Level 5,8.4,,0.33,0.21,,0.1,0.02,2007,1,9.0,8.7
6299,Naruto: Rise of a Ninja,Action,T,X360,Ubisoft,Ubisoft Montreal,7.8,,0.33,0.29,0.01,,0.03,2007,1,,7.8
6348,"Warhammer 40,000: Squad Command",Strategy,T,PSP,THQ,RedLynx,6.6,,0.33,0.11,0.14,,0.08,2007,1,,6.6
6368,The Witcher: Enhanced Edition,Role-Playing,M,PC,Atari,CD Projekt Red Studio,8.3,,0.33,0.32,0.01,,,2008,1,9.1,8.7
6351,Golden Axe: Beast Rider,Action,M,X360,Sega,Secret Level,4.0,7.0,0.33,0.19,0.11,,0.03,2008,1,,5.5
6337,MVP Baseball 2005,Sports,E,GC,EA Sports,EA Canada,8.7,,0.33,0.25,0.07,,0.01,2005,1,,8.7
6339,Dark Souls: Remastered,Role-Playing,M,NS,Bandai Namco Entertainment,From Software,8.8,,0.33,0.16,0.11,0.03,0.03,2018,1,,8.8
6341,Fable III,Role-Playing,M,PC,Microsoft Game Studios,Lionhead Studios,7.0,,0.33,0.11,0.17,,0.05,2011,1,,7.0
6344,DECA Sports Freedom,Sports,E10,X360,Hudson Soft,Hudson Soft,3.0,,0.33,0.27,0.04,,0.02,2010,1,,3.0
6317,Disgaea: Hour of Darkness,Role-Playing,T,PS2,Atlus,Nippon Ichi Software,8.8,,0.33,0.16,0.13,,0.04,2003,1,,8.8
6347,Teen Titans,Action,E10,GC,THQ,A2M,6.3,,0.33,0.25,0.07,,0.01,2006,1,,6.3
6171,Star Ocean: Second Evolution,Role-Playing,T,PSP,Square Enix,TOSE Software,8.0,,0.34,0.14,0.02,0.16,0.02,2009,1,,8.0
6217,Dynasty Warriors: Gundam 2,Action,T,PS2,Namco Bandai,Omega Force,4.9,,0.34,0.04,0.03,0.25,0.01,2009,1,6.7,5.800000000000001
6225,Shaun White Snowboarding,Sports,E10,PSP,Ubisoft,Ubisoft Montreal,6.3,,0.34,0.26,0.04,,0.03,2008,1,,6.3
6214,The Eye of Judgment,Strategy,T,PS3,Sony Computer Entertainment,SCE Japan Studio,7.5,,0.34,0.28,0.0,0.02,0.03,2007,1,6.7,7.1
6200,Kameo: Elements of Power,Adventure,T,X360,Microsoft Game Studios,Rare Ltd.,7.7,,0.34,0.28,0.03,0.0,0.03,2005,1,,7.7
6199,Herbie: Fully Loaded,Racing,E,GBA,Buena Vista,Climax Group,5.0,,0.34,0.24,0.09,,0.01,2005,1,,5.0
6178,Solar 2,Misc,,PC,Unknown,Murudai,8.0,,0.34,,,,,2011,1,,8.0
6187,Disgaea 5 Complete,Role-Playing,T,NS,NIS America,Nippon Ichi Software,9.0,,0.34,0.15,0.11,0.05,0.02,2017,1,,9.0
6192,Lord of Arcana,Role-Playing,M,PSP,Square Enix,Square Enix,4.7,,0.34,0.08,0.05,0.17,0.04,2011,1,,4.7
6186,F.E.A.R.,Shooter,M,X360,Vivendi Games,Day 1 Studios,8.6,,0.34,0.28,0.03,,0.03,2006,1,,8.6
6177,Backstreet Billiards,Misc,,PS,ASCII Entertainment,argent,7.2,,0.34,0.19,0.13,,0.02,1998,1,,7.2
6173,Tenchu Z,Action,M,X360,Microsoft,K2 LLC,5.7,,0.34,0.27,0.02,0.02,0.03,2007,1,,5.7
6223,Hard Reset,Shooter,,PC,Kalypso Media,Flying Wild Hog,7.6,,0.34,,,,,2012,1,,7.6
6131,WWE All Stars,Fighting,T,X360,THQ,THQ,7.7,,0.34,0.18,0.14,,0.03,2011,1,,7.7
6195,Dynasty Warriors 6 Empires,Action,T,PS3,KOEI,Omega Force,6.4,,0.34,0.14,0.03,0.15,0.02,2009,1,,6.4
6136,Driver 2 Advance,Action,T,GBA,Atari,Sennari Interactive,6.8,,0.34,0.25,0.09,,0.01,2002,1,,6.8
6165,Revenge of the Titans,Strategy,,PC,Puppy Games,Puppy Games,8.0,,0.34,,,,,2010,1,,8.0
6162,Costume Quest,Role-Playing,,PC,Unknown,Double Fine Productions,8.0,,0.34,,,,,2011,1,,8.0
6145,MotorStorm: Arctic Edge,Racing,T,PS2,Sony Computer Entertainment,Virtuos,7.4,,0.34,0.07,0.03,,0.25,2009,1,,7.4
6142,Supreme Commander 2,Strategy,E10,X360,Square Enix,Gas Powered Games,8.2,,0.34,0.23,0.09,,0.03,2010,1,,8.2
6148,Trauma Center: Second Opinion,Simulation,T,Wii,Atlus,Atlus Co.,8.2,,0.34,0.28,0.01,0.03,0.03,2006,1,,8.2
6153,Tom Clancy's Ghost Recon: Shadow Wars,Strategy,T,3DS,Ubisoft,Ubisoft,7.9,,0.34,0.22,0.1,,0.03,2011,1,,7.9
6140,Risen 3: Titan Lords Enhanced Edition,Role-Playing,M,PC,Deep Silver,Piranha Bytes,6.3,,0.34,,,,,2014,1,,6.3
6121,Dynasty Warriors 5 Empires,Action,T,PS2,KOEI,Omega Force,6.3,,0.34,0.11,0.09,0.12,0.03,2006,1,,6.3
6122,SoulCalibur,Fighting,T,DC,Namco,Namco,9.6,,0.34,,,0.34,0.0,1999,1,,9.6
6117,Racquet Sports,Sports,E,PS3,Ubisoft,Asobo Studio,4.2,,0.34,0.11,0.17,,0.06,2010,1,,4.2
6111,Mini Ninjas,Action,E10,PS3,Eidos Interactive,IO Interactive,7.4,,0.34,0.14,0.15,,0.06,2009,1,,7.4
6164,WWE Day of Reckoning 2,Fighting,T,GC,THQ,Yuke's Future Media Creators,8.3,8.5,0.34,0.26,0.07,,0.01,2005,1,,8.4
6129,Battalion Wars 2,Strategy,T,Wii,Nintendo,Kuju Entertainment,7.7,,0.34,0.22,0.02,0.08,0.02,2007,1,,7.7
6099,MLB 06: The Show,Sports,E,PSP,Sony Computer Entertainment,SCEA San Diego Studios,8.3,,0.35,0.32,,,0.03,2006,1,,8.3
6107,Def Jam Icon,Action,M,X360,Electronic Arts,Unknown,6.3,,0.35,0.3,0.01,0.0,0.03,2007,1,,6.3
6105,Madden NFL 13,Sports,E,PSV,EA Sports,EA Tiburon,6.2,,0.35,0.28,,,0.07,2012,1,,6.2
6101,Over the Hedge,Platform,E10,GC,Activision,Edge of Reality,6.7,,0.35,0.27,0.07,,0.01,2006,1,,6.7
6096,Lunar 2: Eternal Blue Complete,Role-Playing,T,PS,Working Designs,Game Arts,8.1,,0.35,0.19,0.13,,0.02,2000,1,,8.1
6094,EverGrace,Role-Playing,T,PS2,Agetec,From Software,6.2,,0.35,0.1,0.08,0.15,0.03,2000,1,,6.2
6057,Def Jam Rapstar,Misc,T,PS3,Konami,4mm Games / Terminal Reality,7.4,,0.35,0.27,0.04,,0.04,2010,1,,7.4
6085,NFL Street,Sports,E,GC,EA Sports BIG,EA Tiburon,8.3,,0.35,0.27,0.07,,0.01,2004,1,,8.3
6073,MotoGP 08,Racing,E,X360,Capcom,MileStone Inc.,6.8,,0.35,0.11,0.2,,0.04,2008,1,,6.8
6070,Might & Magic Heroes VI,Role-Playing,T,PC,Ubisoft,Black Hole Games,7.4,,0.35,0.15,0.14,,0.05,2011,1,,7.4
6068,Chicken Shoot,Action,E10,Wii,"Destination Software, Inc",Destination Software,3.0,,0.35,0.32,0.0,,0.02,2007,1,,3.0
6065,Terminator Salvation,Shooter,T,X360,Warner Bros. Interactive,Halcyon,5.2,,0.35,0.13,0.18,0.0,0.04,2009,1,,5.2
6062,The Fairly Odd Parents: Shadow Showdown,Platform,E,PS2,THQ,Blitz Games,5.0,,0.35,0.17,0.13,,0.04,2004,1,,5.0
6061,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,Platform,E,GBA,THQ,Helixe,5.5,,0.35,0.25,0.09,,0.01,2003,1,,5.5
6083,Aggressive Inline,Sports,T,PS2,Acclaim Entertainment,"Z-Axis, Ltd.",8.7,,0.35,0.17,0.13,,0.04,2002,1,,8.7
6060,Need for Speed Carbon,Racing,E10,GC,Electronic Arts,EA Black Box,7.7,,0.35,0.27,0.07,,0.01,2006,1,,7.7
6058,Resident Evil: Dead Aim,Shooter,M,PS2,Capcom,Cavia Inc.,6.7,,0.35,0.17,0.13,,0.04,2003,1,,6.7
6020,Suikoden V,Role-Playing,T,PS2,Konami,Hudson Soft,7.9,,0.35,0.08,0.06,0.19,0.02,2006,1,,7.9
6052,Dead or Alive 5 Last Round,Fighting,M,PS4,Tecmo Koei,Team Ninja,7.1,,0.35,0.09,0.13,0.09,0.04,2015,1,,7.1
6048,Teenage Mutant Ninja Turtles: Smash-Up,Fighting,E10,Wii,Ubisoft,Game Arts,7.2,,0.35,0.33,0.0,,0.03,2009,1,8.2,7.699999999999999
6047,Persona 2: Eternal Punishment,Role-Playing,T,PS,Atlus,Atlus Co.,8.7,,0.35,0.03,0.02,0.28,0.02,2000,1,,8.7
6046,EA Sports MMA,Fighting,T,X360,EA Sports,EA Tiburon,7.7,,0.35,0.23,0.09,,0.03,2010,1,,7.7
6049,Transformers: Dark of the Moon,Action,T,PS3,Activision,High Moon Studios,5.5,,0.35,0.11,0.18,,0.06,2011,1,,5.5
6042,Command & Conquer: Red Alert 3 Ultimate Edition,Strategy,T,PS3,Electronic Arts,EA Los Angeles,7.4,,0.35,0.14,0.16,,0.06,2009,1,,7.4
6038,NHL 2K10,Sports,E10,Wii,2K Sports,Visual Concepts,8.2,,0.35,0.32,0.01,,0.03,2009,1,,8.2
6015,Guitar Hero: Smash Hits,Misc,T,PS3,Activision,Neversoft Entertainment,7.4,,0.35,0.2,0.11,,0.05,2009,1,7.8,7.6
6028,Call of Duty: Ghosts,Shooter,M,WiiU,Activision,Infinity Ward,8.8,,0.35,0.22,0.09,0.01,0.03,2013,1,,8.8
6009,Blasto,Action,T,PS,Sony Computer Entertainment,Unknown,4.6,,0.35,0.2,0.13,,0.02,1998,1,,4.6
6007,Dark Void,Action,T,PS3,Capcom,Airtight Games,6.1,,0.35,0.18,0.12,,0.05,2010,1,,6.1
6006,Football Manager Handheld 2010,Sports,,PSP,Sega,Sports Interactive,6.0,,0.35,,0.27,,0.09,2009,1,,6.0
6032,Disney's Tarzan: Return to the Jungle,Action,E,GBA,Activision,Digital Eclipse,6.9,,0.35,0.25,0.09,,0.01,2002,1,,6.9
6030,Dragon Ball Z: Extreme Butoden,Fighting,T,3DS,Namco Bandai Games,Arc System Works,5.0,,0.35,0.13,0.03,0.17,0.02,2015,1,,5.0
5999,Harvest Moon: The Tale of Two Towns,Simulation,E,3DS,Natsume,Marvelous Interactive,6.3,,0.36,0.28,0.0,0.05,0.02,2011,1,,6.3
6002,Formula 1 Championship Edition,Racing,E,PS,Sony Computer Entertainment,Bizarre Creations,8.5,,0.36,0.06,0.04,0.23,0.02,1997,1,,8.5
6003,Trauma Center: Under the Knife,Simulation,T,DS,Atlus,Atlus Co.,8.0,,0.36,0.3,0.01,0.02,0.03,2005,1,,8.0
5992,SOCOM: Tactical Strike,Shooter,T,PSP,Sony Computer Entertainment,Slant Six,7.1,,0.36,0.32,0.01,,0.03,2007,1,,7.1
5990,South Park Rally,Racing,M,PS,Acclaim Entertainment,Tantalus Interactive,3.9,,0.36,0.2,0.13,,0.02,1999,1,,3.9
5984,LEGO Pirates of the Caribbean: The Video Game,Action,E10,PSP,Disney Interactive Studios,Traveller's Tales,6.8,,0.36,0.12,0.15,,0.08,2011,1,,6.8
5966,Breath of Fire II,Role-Playing,E,SNES,Capcom,Capcom,8.3,,0.36,,,0.36,,1995,1,,8.3
5983,Mega Man 11,Platform,E10,NS,Capcom,Capcom,8.0,,0.36,0.29,,0.03,0.03,2018,1,,8.0
5968,Spider-Man: Shattered Dimensions,Action,T,X360,Activision,Beenox Studios,8.2,,0.36,0.24,0.09,,0.03,2010,1,,8.2
5962,Nintendo Labo: Toy-Con 02 Robot Kit,Action,E10,NS,Nintendo,Nintendo EPD,7.0,,0.36,0.18,0.08,0.08,0.03,2018,1,,7.0
5961,Tiger Woods PGA Tour 09,Sports,E,PSP,EA Sports,EA Tiburon,5.2,,0.36,0.07,0.19,,0.1,2008,1,,5.2
5957,Assassin's Creed III,Action-Adventure,M,WiiU,Ubisoft,Ubisoft Montreal,7.7,,0.36,0.19,0.14,,0.03,2012,1,,7.7
5978,Arc the Lad: Twilight of the Spirits,Role-Playing,T,PS2,Sony Computer Entertainment,Cattle Call,7.3,,0.36,0.18,0.14,,0.05,2003,1,,7.3
5925,The Incredibles: Rise of the Underminer,Action,E10,PS2,THQ,Heavy Iron Studios,6.1,,0.36,0.18,0.14,,0.05,2005,1,,6.1
5985,G-Force,Action,E10,PSP,Disney Interactive Studios,Keen Games,7.0,,0.36,0.24,0.07,,0.05,2009,1,,7.0
5920,NARC,Shooter,M,PS2,Midway Games,Point of View,5.5,,0.36,0.18,0.14,,0.05,2005,1,,5.5
5938,Valkyrie Profile: Lenneth,Role-Playing,T,PSP,Square Enix,tri-Ace,8.1,,0.36,0.17,0.01,0.16,0.02,2006,1,,8.1
5933,LocoRoco 2,Platform,E,PSP,Sony Computer Entertainment,SCE Japan Studio,8.5,,0.36,0.21,0.09,0.01,0.05,2009,1,,8.5
5931,Left 4 Dead 2,Shooter,M,PC,Valve,Certain Affinity / Valve Software,9.0,,0.36,,0.32,,0.04,2009,1,9.0,9.0
5930,Hamtaro: Ham-Ham Heartbreak,Action,E,GBA,Nintendo,Nintendo,8.0,,0.36,0.26,0.1,,0.01,2003,1,,8.0
5926,Taiko no Tatsujin: Drum 'n' Fun!,Music,,NS,Bandai Namco Games,Bandai Namco Games,7.5,,0.36,,0.08,0.27,0.01,2018,1,,7.5
5895,SAW,Action,M,PS3,Konami,Zombie Studios,6.0,,0.36,0.13,0.17,,0.06,2009,1,,6.0
5941,The Wonderful 101,Action,T,WiiU,Nintendo,PlatinumGames,8.0,,0.36,0.15,0.11,0.08,0.02,2013,1,,8.0
5912,Tekken Hybrid,Fighting,T,PS3,Namco,Namco Bandai Games,4.0,,0.36,0.21,0.07,0.04,0.04,2011,1,,4.0
5909,Dragon Ball Z: Attack of the Saiyans,Role-Playing,E10,DS,Namco Bandai,Monolith Soft,7.2,,0.36,0.12,0.02,0.21,0.01,2009,1,6.5,6.85
5897,GoldenEye: Rogue Agent,Shooter,T,GC,Electronic Arts,Dreamworks Games,5.9,,0.36,0.28,0.07,,0.01,2004,1,,5.9
5899,ESPN: Sports Connection,Sports,E,WiiU,Ubisoft,Ubisoft Barcelona,3.0,,0.36,0.2,0.13,,0.03,2012,1,,3.0
5939,BlazBlue: Calamity Trigger,Fighting,T,X360,Aksys Games,Arc System Works,8.5,,0.36,0.21,0.08,0.04,0.03,2009,1,,8.5
5911,F1 2012,Racing,E,PC,Codemasters,Codemasters Birmingham,8.8,,0.36,,,,,2012,1,,8.8
5889,Castlevania: Order of Ecclesia,Platform,T,DS,Konami,Konami,8.2,9.2,0.37,0.27,0.03,0.04,0.03,2008,1,8.3,8.566666666666666
