,index,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,status,Vgchartzscore,average_rating
1054,5842,Age of Empires III,Strategy,T,PC,Microsoft Game Studios,Ensemble Studios,8.3,,0.37,,0.33,,0.04,2005,1,,8.3
1055,4078,Resident Evil Outbreak File #2,Action,M,PS2,Capcom,Capcom Production Studio 1,5.8,,0.57,0.19,0.15,0.17,0.05,2005,1,,5.8
1056,69,Gran Turismo 4,Racing,E,PS2,Sony Computer Entertainment,Polyphony Digital,8.7,,11.76,,,,,2005,1,,8.7
1057,1696,Shadow The Hedgehog,Platform,E10,PS2,Sega,Sonic Team,4.8,,1.35,,,,,2005,1,,4.8
1058,70,Animal Crossing: Wild World,Simulation,E,DS,Nintendo,Nintendo EAD,8.5,,11.75,,,,,2005,1,,8.5
1059,2234,SoulCalibur III,Fighting,T,PS2,Namco,Namco,8.5,,1.07,0.74,0.15,0.13,0.05,2005,1,,8.5
1060,3959,Romancing SaGa,Role-Playing,E10,PS2,Square Enix,Square Enix,6.0,,0.58,0.06,0.04,0.47,0.01,2005,1,,6.0
1061,4023,ATV Offroad Fury: Blazin' Trails,Racing,E,PSP,Sony Computer Entertainment,Climax Group,5.9,,0.57,0.53,0.0,,0.04,2005,1,,5.9
1062,6003,Trauma Center: Under the Knife,Simulation,T,DS,Atlus,Atlus Co.,8.0,,0.36,0.3,0.01,0.02,0.03,2005,1,,8.0
1063,5869,NFL Street 2 Unleashed,Sports,E,PSP,Electronic Arts,EA Tiburon,7.4,,0.37,0.34,,,0.03,2005,1,,7.4
1064,5702,Marvel Nemesis: Rise of the Imperfects,Fighting,T,GC,Electronic Arts,Nihilistic Software,6.0,,0.38,0.3,0.08,,0.01,2005,1,,6.0
1065,3277,Kirby: Canvas Curse,Platform,E,DS,Nintendo,HAL Laboratory,8.9,,0.72,0.36,0.0,0.32,0.03,2005,1,,8.9
1066,9415,Burnout Legends,Racing,E,DS,Electronic Arts,Visual Impact,3.8,,0.18,0.15,0.02,,0.01,2005,1,,3.8
1067,1600,LEGO Star Wars: The Video Game,Action,E,GC,Eidos Interactive,Traveller's Tales,7.9,,1.41,1.09,0.28,,0.04,2005,1,,7.9
1068,1607,Ridge Racer,Racing,E,PSP,Namco,Namco,8.8,,1.41,0.36,0.45,0.32,0.27,2005,1,,8.8
1069,9390,Gun,Shooter,M,GC,Activision,Neversoft Entertainment,7.9,,0.18,0.14,0.04,,0.0,2005,1,,7.9
1070,13,Nintendogs,Simulation,E,DS,Nintendo,Nintendo EAD,8.4,,23.96,,,,,2005,1,,8.4
1071,1588,Pokemon XD: Gale of Darkness,Role-Playing,E,GC,Nintendo,Genius Sonority Inc.,6.9,,1.42,,,,,2005,1,,6.9
1072,5625,Advance Wars: Dual Strike,Strategy,E,DS,Nintendo,Intelligent Systems,9.0,,0.39,0.3,0.03,0.04,0.03,2005,1,,9.0
1073,4151,Archer Maclean's Mercury,Puzzle,E,PSP,Ignition Entertainment,Awesome Studios,7.7,,0.56,0.17,0.24,,0.15,2005,1,,7.7
1074,11505,The Bible Game,Misc,E,GBA,Crave Entertainment,Crave Entertainment,3.5,,0.12,0.09,0.03,,0.0,2005,1,,3.5
1075,9371,Shadow The Hedgehog,Platform,E10,XB,Sega,Sonic Team,5.0,,0.18,0.13,0.04,,0.01,2005,1,,5.0
1076,14,Mario Kart DS,Racing,E,DS,Nintendo,Nintendo EAD,9.1,9.4,23.6,,,,,2005,1,,9.25
1077,5603,Donkey Konga 2,Misc,T,GC,Nintendo,Namco,6.5,,0.39,0.3,0.08,,0.01,2005,1,,6.5
1078,5523,WWE SmackDown! vs. RAW 2006,Fighting,T,PSP,THQ,Yuke's,8.1,,0.4,0.36,0.01,,0.03,2005,1,,8.1
1079,4130,Need for Speed: Most Wanted,Racing,T,GC,Electronic Arts,EA Canada,8.3,,0.56,0.43,0.11,,0.02,2005,1,,8.3
1080,2469,Zoo Tycoon DS,Strategy,E,DS,THQ,Blue Fang Games,4.6,,0.98,0.86,0.03,0.01,0.07,2005,1,,4.6
1081,11519,Psychonauts,Platform,T,XB,Majesco,Double Fine Productions,8.8,,0.12,0.09,0.03,,0.0,2005,1,,8.8
1082,10745,Disney's Chicken Little,Platform,E10,XB,Buena Vista,Avalanche Software,7.0,,0.14,0.1,0.03,,0.0,2005,1,,7.0
1083,1645,The Sims 2,Simulation,T,PSP,Electronic Arts,Maxis,6.2,,1.38,0.49,0.56,,0.33,2005,1,,6.2
1084,2497,Grand Theft Auto: San Andreas,Action,M,PC,Rockstar Games,Rockstar North,9.4,,0.97,0.0,0.93,,0.04,2005,1,,9.4
1085,1036,Hot Shots Golf: Open Tee,Sports,E10,PSP,Sony Computer Entertainment,Clap Hanz,8.4,,1.96,0.5,0.5,0.63,0.33,2005,1,,8.4
1086,4497,Dynasty Warriors,Action,T,PSP,Tecmo Koei,Omega Force,6.6,,0.51,0.18,0.0,0.3,0.02,2005,1,,6.6
1087,5920,NARC,Shooter,M,PS2,Midway Games,Point of View,5.5,,0.36,0.18,0.14,,0.05,2005,1,,5.5
1088,12257,Riviera: The Promised Land,Role-Playing,T,GBA,Atlus,Sting,8.7,,0.1,0.07,0.03,,0.0,2005,1,,8.7
1089,142,Pokemon Emerald Version,Role-Playing,E,GBA,Nintendo,Game Freak,7.7,,7.06,,,,,2005,1,,7.7
1090,5325,Castlevania: Curse of Darkness,Action,M,PS2,Konami,Konami,7.2,,0.42,0.18,0.14,0.05,0.05,2005,1,,7.2
1091,8750,Harvest Moon: More Friends of Mineral Town,Simulation,E,GBA,Natsume,TOSE Software,8.0,,0.2,0.14,0.05,,0.0,2005,1,,8.0
1092,9936,The Incredibles: Rise of the Underminer,Action,E10,GC,THQ,Heavy Iron Studios,6.7,,0.16,0.12,0.03,,0.0,2005,1,,6.7
1093,9272,NARC,Shooter,M,XB,Midway Games,Point of View,5.5,,0.18,0.14,0.04,,0.01,2005,1,,5.5
1094,10417,The Incredible Hulk: Ultimate Destruction,Action,T,GC,VU Games,Radical Entertainment,8.7,,0.15,0.11,0.03,,0.0,2005,1,,8.7
1095,265,Madden NFL 06,Sports,E,PS2,EA Sports,EA Tiburon,9.1,,4.91,3.98,0.26,0.01,0.66,2005,1,,9.1
1096,5322,Sonic Gems Collection,Misc,E,GC,Sega,Sonic Team,6.9,,0.42,0.32,0.08,,0.01,2005,1,,6.9
1097,6258,The Sims 2,Simulation,T,GC,Electronic Arts,Maxis,7.6,,0.33,0.26,0.07,,0.01,2005,1,,7.6
1098,5314,Harry Potter and the Goblet of Fire,Adventure,E10,GC,Electronic Arts,Electronic Arts,6.7,,0.42,0.32,0.08,,0.01,2005,1,,6.7
1099,3174,Coded Arms,Shooter,T,PSP,Konami,Konami,6.1,,0.75,0.28,0.29,,0.17,2005,1,,6.1
1100,2216,Star Fox: Assault,Shooter,T,GC,Nintendo,Namco,6.6,8.5,1.08,0.68,0.18,0.19,0.03,2005,1,,7.55
1101,11027,Dead to Rights: Reckoning,Shooter,M,PSP,Namco,Rebellion Developments,5.2,,0.13,0.12,,,0.01,2005,1,,5.2
1102,3924,Madden NFL 06,Sports,E,X360,EA Sports,EA Tiburon,7.7,,0.59,0.54,0.0,0.01,0.03,2005,1,,7.7
1103,2179,Untold Legends: Brotherhood of the Blade,Role-Playing,T,PSP,Sony Online Entertainment,Sony Online Entertainment,6.5,,1.09,0.54,0.33,0.01,0.22,2005,1,,6.5
1104,159,Guild Wars,Role-Playing,T,PC,NCSoft,ArenaNet,8.7,,6.5,,,,,2005,1,,8.7
1105,10420,Prince of Persia: The Two Thrones,Adventure,M,GC,Ubisoft,Ubisoft Montreal,8.7,,0.15,0.11,0.03,,0.0,2005,1,,8.7
1106,6489,Marvel Nemesis: Rise of the Imperfects,Fighting,T,PSP,Electronic Arts,Team Fusion,6.8,,0.32,0.29,0.0,,0.02,2005,1,,6.8
1107,6308,Call of Duty 2: Big Red One,Shooter,T,GC,Activision,Treyarch,7.5,,0.33,0.25,0.07,,0.01,2005,1,,7.5
1108,5925,The Incredibles: Rise of the Underminer,Action,E10,PS2,THQ,Heavy Iron Studios,6.1,,0.36,0.18,0.14,,0.05,2005,1,,6.1
1109,5299,NBA Live 06,Sports,E,PSP,EA Sports,EA Canada,8.1,,0.42,0.39,0.0,,0.03,2005,1,,8.1
1110,11411,Lunar: Dragon Song,Role-Playing,E10,DS,Ubisoft,Game Arts / Japan Art Media (JAM),5.9,,0.12,0.11,0.0,,0.01,2005,1,6.1,6.0
1111,9204,Ty the Tasmanian Tiger 3: Night of the Quinkan,Action,E10,PS2,Activision,Krome Studios,6.3,,0.19,0.09,0.07,,0.02,2005,1,,6.3
1112,11645,FIFA Soccer,Sports,E,PSP,Electronic Arts,EA Canada,7.8,,0.12,0.11,,,0.01,2005,1,,7.8
1113,2612,Phoenix Wright: Ace Attorney,Adventure,T,DS,Capcom,Capcom,8.1,,0.93,0.44,0.05,0.39,0.05,2005,1,8.0,8.05
1114,3179,Madden NFL 06,Sports,E,PSP,EA Sports,EA Tiburon,7.9,,0.75,0.69,0.0,,0.06,2005,1,,7.9
1115,5437,"Ed, Edd n Eddy: The Mis-Edventures",Platform,E,PS2,Midway Games,A2M,4.8,,0.41,0.34,0.01,,0.06,2005,1,,4.8
1116,3995,Xenosaga Episode II: Jenseits von Gut und Bose,Role-Playing,T,PS2,Namco,Monolith Soft,7.3,,0.58,0.28,0.22,,0.07,2005,1,,7.3
1117,1710,Donkey Kong Jungle Beat,Platform,E10,GC,Nintendo,Nintendo EAD Tokyo,7.9,,1.34,0.84,0.22,0.24,0.04,2005,1,,7.9
1118,1215,Mario & Luigi: Partners in Time,Role-Playing,E,DS,Nintendo,AlphaDream Corporation,8.8,,1.73,,,,,2005,1,,8.8
1119,1736,Need for Speed Underground Rivals,Racing,E,PSP,Electronic Arts,Team Fusion,7.6,,1.32,0.69,0.38,0.02,0.24,2005,1,,7.6
1120,1179,The Legend of Zelda: The Minish Cap,Adventure,E,GBA,Nintendo,Flagship,8.9,,1.76,,,,,2005,1,,8.9
1121,9107,Death Jr.,Platform,T,PSP,Konami,Backbone Entertainment,5.9,,0.19,0.17,0.0,,0.01,2005,1,,5.9
1122,6199,Herbie: Fully Loaded,Racing,E,GBA,Buena Vista,Climax Group,5.0,,0.34,0.24,0.09,,0.01,2005,1,,5.0
1123,6200,Kameo: Elements of Power,Adventure,T,X360,Microsoft Game Studios,Rare Ltd.,7.7,,0.34,0.28,0.03,0.0,0.03,2005,1,,7.7
1124,124,Grand Theft Auto: Liberty City Stories,Action,M,PSP,Rockstar Games,Rockstar Leeds,8.8,,7.72,2.9,2.83,0.24,1.74,2005,1,,8.8
1125,1753,Madagascar,Platform,E10,PS2,Activision,Toys for Bob,6.4,,1.31,0.78,0.45,,0.07,2005,1,,6.4
1126,5254,Tony Hawk's American Wasteland,Sports,T,GC,Activision,Neversoft Entertainment,8.4,,0.42,0.33,0.08,,0.01,2005,1,,8.4
1127,6164,WWE Day of Reckoning 2,Fighting,T,GC,THQ,Yuke's Future Media Creators,8.3,8.5,0.34,0.26,0.07,,0.01,2005,1,,8.4
1128,12213,Tom Clancy's Splinter Cell: Chaos Theory,Action,M,GC,Ubisoft,Ubisoft Montreal,7.8,,0.1,0.08,0.02,,0.0,2005,1,,7.8
1129,3312,Conker: Live And Reloaded,Action-Adventure,M,XB,Microsoft Game Studios,Rare Ltd.,8.1,,0.71,0.49,0.2,,0.02,2005,1,,8.1
1130,6358,Dr. Mario / Puzzle League,Puzzle,E,GBA,Nintendo,Intelligent Systems,7.5,,0.33,0.12,0.04,0.16,0.01,2005,1,,7.5
1131,6994,Dragon Ball GT: Transformation,Action,E10,GBA,Atari,Webfoot Technologies,7.7,,0.28,0.2,0.08,,0.01,2005,1,,7.7
1132,9442,Charlie and the Chocolate Factory,Adventure,E,GC,Global Star Software,High Voltage Software,3.9,,0.18,0.14,0.04,,0.0,2005,1,,3.9
1133,10164,Atelier Iris: Eternal Mana,Role-Playing,T,PS2,NIS America,Gust,7.2,,0.15,0.08,0.06,,0.02,2005,1,,7.2
1134,288,God of War,Action,M,PS2,Sony Computer Entertainment,SCEA Santa Monica Studio,9.3,,4.62,,,,,2005,1,,9.3
1135,11860,Mortal Kombat: Deception,Fighting,M,GC,Midway Games,Midway Games,7.2,,0.11,0.09,0.02,,0.0,2005,1,,7.2
1136,3101,Pokemon Dash,Racing,E,DS,Nintendo,Ambrella,5.3,,0.77,0.21,0.14,0.38,0.04,2005,1,,5.3
1137,4846,Dance Dance Revolution: Mario Mix,Simulation,E,GC,Nintendo,Konami,7.0,,0.47,0.36,0.09,,0.01,2005,1,,7.0
1138,11720,Phantom Dust,Action,T,XB,Majesco,Microsoft Game Studios,8.2,,0.11,0.08,0.02,,0.0,2005,1,,8.2
1139,10909,Lord of the Rings: Tactics,Strategy,T,PSP,Electronic Arts,Amaze Entertainment,6.9,,0.13,0.11,0.02,,0.01,2005,1,,6.9
1140,12480,NHL 2K6,Sports,E10,X360,2K Sports,Kush Games,7.3,,0.1,0.09,0.0,,0.01,2005,1,,7.3
1141,9560,True Crime: New York City,Action,M,GC,Activision,EXAKT Entertainment,6.4,,0.17,0.13,0.03,,0.0,2005,1,,6.4
1142,2915,MediEvil: Resurrection,Adventure,T,PSP,Sony Computer Entertainment,SCEE,6.5,,0.82,0.19,0.42,,0.22,2005,1,,6.5
1143,2125,Tom Clancy's Splinter Cell: Chaos Theory,Action,M,XB,Ubisoft,Ubisoft Montreal,9.4,,1.11,0.68,0.38,,0.05,2005,1,,9.4
1144,9632,Batman Begins,Action,E10,GBA,Electronic Arts,Vicarious Visions,6.3,,0.17,0.12,0.05,,0.0,2005,1,,6.3
1145,7257,Disney's Chicken Little,Platform,E10,GC,Buena Vista,Avalanche Software,7.0,,0.27,0.21,0.05,,0.01,2005,1,,7.0
1146,2904,Tony Hawk's Underground 2 Remix,Sports,T,PSP,Activision,Shaba Games,8.5,,0.82,0.46,0.21,,0.15,2005,1,,8.5
1147,7651,Medal of Honor European Assault,Shooter,T,GC,Electronic Arts,EA Los Angeles,7.9,,0.25,0.19,0.05,,0.01,2005,1,,7.9
1148,8232,NBA Street: Showdown,Sports,E,PSP,Electronic Arts,EA Sports,7.5,,0.22,0.2,0.0,,0.02,2005,1,,7.5
1149,8235,Spartan: Total Warrior,Action,M,PS2,Sega,The Creative Assembly,7.2,,0.22,0.11,0.09,,0.03,2005,1,,7.2
1150,568,WWE SmackDown! vs. Raw 2006,Fighting,T,PS2,THQ,Yuke's,8.4,,3.0,1.57,1.02,,0.41,2005,1,,8.4
1151,3554,Suikoden IV,Role-Playing,T,PS2,Konami,Konami Computer Entertainment Tokyo,6.3,,0.66,0.17,0.13,0.3,0.05,2005,1,,6.3
1152,7272,Condemned: Criminal Origins,Action,M,X360,Sega,Monolith Productions,8.2,,0.27,,,,,2005,1,,8.2
1153,2313,WipEout Pure,Racing,E,PSP,Sony Computer Entertainment,Studio Liverpool,9.1,,1.04,0.47,0.34,,0.23,2005,1,,9.1
1154,3575,Disney's Chicken Little,Platform,E10,PS2,Buena Vista,Avalanche Software,6.3,,0.65,0.32,0.25,,0.08,2005,1,,6.3
1155,2453,Shadow The Hedgehog,Platform,E10,GC,Sega,Sonic Team,4.9,,0.99,0.76,0.2,,0.03,2005,1,,4.9
1156,3097,Donkey Kong Country 3,Platform,E,GBA,Nintendo,Rare Ltd.,7.5,,0.77,0.45,0.17,0.14,0.01,2005,1,,7.5
1157,338,FIFA Soccer 06,Sports,E,PS2,EA Sports,EA Canada,8.4,,4.21,0.78,2.55,0.04,0.84,2005,1,,8.4
1158,414,Midnight Club 3: DUB Edition,Racing,E10,PSP,Rockstar Games,Rockstar Leeds,7.2,,3.66,1.65,1.22,,0.79,2005,1,,7.2
1159,3401,Halo 2 Multiplayer Map Pack,Shooter,M,XB,Microsoft Game Studios,Bungie Studios,8.6,,0.69,0.54,0.13,,0.02,2005,1,,8.6
1160,3536,Madagascar,Platform,E10,GC,Activision,Toys for Bob,6.8,,0.66,0.52,0.13,,0.02,2005,1,,6.8
1161,7238,Pac-Pix,Puzzle,E,DS,Namco,Namco,6.8,,0.27,0.16,0.0,0.1,0.01,2005,1,,6.8
1162,7551,Peter Jackson's King Kong: The Official Game of the Movie,Action,T,X360,Ubisoft,Ubisoft Montpellier,7.9,,0.26,0.2,0.03,,0.02,2005,1,,7.9
1163,8390,NBA 06,Sports,E,PSP,Sony Computer Entertainment,SCE San Diego Studio,7.2,,0.22,0.2,,,0.02,2005,1,,7.2
1164,7557,Polarium,Puzzle,E,DS,Nintendo,Mitchell,7.6,,0.26,0.13,0.01,0.11,0.01,2005,1,,7.6
1165,7524,Rayman DS,Platform,E,DS,Ubisoft,Ubisoft Montreal,5.4,,0.26,0.21,0.03,,0.02,2005,1,,5.4
1166,10833,World Championship Poker 2: Featuring Howard Lederer,Misc,T,PSP,Crave Entertainment,Point of View,7.0,,0.14,0.12,0.0,,0.01,2005,1,,7.0
1167,12486,College Hoops 2K6,Sports,E,XB,2K Sports,Visual Concepts,8.3,,0.1,0.07,0.02,,0.0,2005,1,,8.3
1168,565,Sonic Rush,Platform,E,DS,Sega,Dimps Corporation,7.8,,3.0,,,,,2005,1,,7.8
1169,443,LEGO Star Wars: The Video Game,Action,E,PS2,Eidos Interactive,Traveller's Tales,7.9,,3.53,1.98,1.14,0.01,0.41,2005,1,,7.9
1170,10919,Ys: The Ark of Napishtim,Role-Playing,T,PS2,Konami,Konami Software Shanghai,7.4,,0.13,0.07,0.05,,0.02,2005,1,,7.4
1171,2071,LEGO Star Wars: The Video Game,Action,E,GBA,Eidos Interactive,Amaze Entertainment,7.4,,1.14,0.82,0.3,,0.02,2005,1,,7.4
1172,8103,NBA 2K6,Action,E,X360,2K Sports,Unknown,8.0,,0.23,0.21,0.01,,0.02,2005,1,,8.0
1173,11134,Shin Megami Tensei: Digital Devil Saga,Role-Playing,M,PS2,Atlus,Atlus Co.,7.6,,0.13,0.06,0.05,,0.02,2005,1,,7.6
1174,7633,College Hoops 2K6,Sports,E,PS2,2K Sports,Visual Concepts,8.3,,0.25,0.12,0.1,,0.03,2005,1,,8.3
1175,7921,Tony Hawk's American Sk8land,Sports,E,GBA,Activision,Vicarious Visions,6.0,,0.24,0.17,0.06,,0.0,2005,1,,6.0
1176,7505,Metroid Prime Pinball,Misc,E,DS,Nintendo,Fuse Games Limited,7.6,,0.26,0.22,0.0,0.02,0.02,2005,1,,7.6
1177,7954,Midway Arcade Treasures: Extended Play,Misc,M,PSP,Midway Games,Digital Eclipse,5.6,,0.24,0.21,0.0,,0.02,2005,1,,5.6
1178,4870,Disney's Kim Possible 3: Team Possible,Platform,E,GBA,Disney Interactive Studios,Artificial Mind and Movement,9.0,,0.46,0.33,0.12,,0.01,2005,1,,9.0
1179,430,Star Wars Battlefront II,Shooter,T,PS2,LucasArts,Pandemic Studios,8.5,,3.59,2.18,1.02,0.03,0.37,2005,1,,8.5
1180,8365,From Russia With Love,Action,T,GC,Electronic Arts,EA Redwood Shores,7.3,,0.22,0.17,0.04,,0.01,2005,1,,7.3
1181,2098,SOCOM: U.S. Navy SEALs Fireteam Bravo,Shooter,M,PSP,Sony Computer Entertainment,Zipper Interactive,7.9,,1.12,1.03,0.0,0.01,0.08,2005,1,,7.9
1182,3503,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Adventure,E,GBA,Buena Vista,Amaze Entertainment,6.8,,0.67,0.48,0.18,,0.01,2005,1,,6.8
1183,2137,Lumines: Puzzle Fusion,Puzzle,E10,PSP,Ubisoft,Q Entertainment,9.1,,1.11,0.52,0.35,,0.23,2005,1,8.7,8.899999999999999
1184,10798,Robots,Action,E,DS,VU Games,Amaze Entertainment,4.5,,0.14,0.12,0.0,,0.01,2005,1,,4.5
1185,8030,Harry Potter and the Goblet of Fire,Adventure,E10,XB,Electronic Arts,Electronic Arts,6.7,,0.23,0.18,0.05,,0.01,2005,1,,6.7
1186,4341,Blitz: The League,Sports,M,XB,Midway Games,Midway Games,7.9,,0.53,0.4,0.11,,0.02,2005,1,,7.9
1187,10305,Musashi: Samurai Legend,Role-Playing,T,PS2,Square Enix,Square Enix,6.9,,0.15,0.07,0.06,,0.02,2005,1,,6.9
1188,8057,Meteos,Puzzle,E,DS,Nintendo,Q Entertainment,8.8,,0.23,0.15,0.01,0.06,0.01,2005,1,,8.8
1189,8356,Magna Carta: Tears of Blood,Role-Playing,T,PS2,Atlus,SoftMax,6.1,,0.22,0.11,0.08,,0.03,2005,1,,6.1
1190,2026,LEGO Star Wars: The Video Game,Action,E,XB,Eidos Interactive,Traveller's Tales,8.0,,1.16,0.83,0.28,,0.05,2005,1,,8.0
1191,8125,Pinball Hall of Fame: The Gottlieb Collection,Misc,E,PSP,Crave Entertainment,FarSight Studios,7.2,,0.23,0.2,0.01,,0.02,2005,1,,7.2
1192,2056,Shadow of the Colossus,Adventure,T,PS2,Sony Computer Entertainment,Team ICO,9.1,9.4,1.14,0.78,0.03,0.2,0.13,2005,1,9.4,9.299999999999999
1193,9788,Zoo Keeper,Puzzle,E,DS,Ignition Entertainment,"Buddiez, Inc.",7.2,,0.17,0.1,0.01,0.05,0.01,2005,1,,7.2
1194,395,World Soccer Winning Eleven 8 International,Sports,E,PS2,Konami,Konami Computer Entertainment Tokyo,9.3,,3.85,0.16,1.89,1.12,0.68,2005,1,,9.3
1195,7900,Harvest Moon: Another Wonderful Life,Role-Playing,E,GC,Natsume,Marvelous Interactive,7.7,,0.24,0.19,0.05,,0.01,2005,1,,7.7
1196,674,Call of Duty 2: Big Red One,Shooter,T,PS2,Activision,Treyarch,8.5,,2.67,1.48,0.92,0.01,0.26,2005,1,,8.5
1197,3597,Harry Potter and the Goblet of Fire,Adventure,E10,PS2,Electronic Arts,Electronic Arts,6.7,,0.65,0.54,0.02,,0.09,2005,1,,6.7
1198,3089,Twisted Metal: Head On,Action,T,PSP,Sony Computer Entertainment,Incognito Inc.,7.5,,0.77,0.71,0.0,,0.06,2005,1,,7.5
1199,10292,FIFA 06: Road to FIFA World Cup,Sports,E,X360,EA Sports,EA Canada,6.1,,0.15,0.11,0.02,0.01,0.01,2005,1,,6.1
1200,319,Need for Speed: Most Wanted,Racing,T,PS2,Electronic Arts,EA Canada,8.6,,4.37,2.03,1.79,0.08,0.47,2005,1,,8.6
1201,7778,X-Men Legends II: Rise of Apocalypse,Role-Playing,T,GC,Activision,Raven Software,8.2,,0.25,0.19,0.05,,0.01,2005,1,,8.2
1202,10211,Kingdom of Paradise,Role-Playing,T,PSP,Sony Computer Entertainment,Climax Entertainment,7.0,,0.15,0.14,0.0,,0.02,2005,1,,7.0
1203,7280,Gun,Shooter,M,X360,Activision,Neversoft Entertainment,7.5,,0.27,0.24,0.01,,0.02,2005,1,,7.5
1204,7664,Crash Tag Team Racing,Racing,E10,PSP,VU Games,Radical Entertainment,6.3,,0.25,0.16,0.06,,0.03,2005,1,,6.3
1205,11774,FIFA Soccer 06,Sports,E,PSP,EA Sports,EA Canada,7.6,,0.11,0.1,0.01,,0.01,2005,1,,7.6
1206,7758,"Ed, Edd n Eddy: The Mis-Edventures",Platform,E,GC,Midway Games,A2M,4.6,,0.25,0.19,0.05,,0.01,2005,1,,4.6
1207,7851,DK: King of Swing,Platform,E,GBA,Nintendo,Paon Corporation,7.1,,0.24,0.17,0.06,,0.0,2005,1,,7.1
1208,8108,SSX on Tour,Sports,E,PSP,EA Sports BIG,EA Montreal,8.2,,0.23,0.19,0.02,,0.02,2005,1,,8.2
1209,3402,Mortal Kombat: Shaolin Monks,Action,M,PS2,Midway Games,Midway Studios Los Angeles,8.0,,0.69,0.58,0.02,,0.09,2005,1,,8.0
1210,11171,Spartan: Total Warrior,Action,M,XB,Sega,The Creative Assembly,7.0,,0.13,0.1,0.03,,0.0,2005,1,,7.0
1211,7823,MLB,Sports,E,PSP,Sony Computer Entertainment,989 Sports,8.0,,0.24,0.23,,,0.02,2005,1,,8.0
1212,8273,Danny Phantom: The Ultimate Enemy,Action,E,GBA,THQ,Altron,7.5,,0.22,0.16,0.06,,0.0,2005,1,,7.5
1213,3594,Champions: Return to Arms,Role-Playing,T,PS2,Sony Online Entertainment,Snowblind Studios,7.7,,0.65,0.32,0.25,,0.08,2005,1,,7.7
1214,3684,Worldwide Soccer Manager 2006,Sports,E,PC,Sega,Sports Interactive,9.0,,0.63,,,,,2005,1,,9.0
1215,4414,We Love Katamari,Puzzle,E,PS2,Namco,Namco,8.2,,0.52,0.26,0.2,,0.07,2005,1,,8.2
1216,634,Tekken 5,Fighting,T,PS2,Namco,Namco,9.0,,2.8,,,,,2005,1,,9.0
1217,3569,Radiata Stories,Role-Playing,T,PS2,Square Enix,tri-Ace,7.7,,0.65,0.18,0.14,0.29,0.05,2005,1,,7.7
1218,267,Dragon Quest VIII: Journey of the Cursed King,Role-Playing,T,PS2,Square Enix,Level 5 / Armor Project,8.6,,4.9,,,,,2005,1,,8.6
1219,9670,.hack//G.U. Vol.1//Rebirth,Role-Playing,T,PS2,Namco Bandai,CyberConnect2,6.6,,0.17,,,0.17,,2006,1,,6.6
1220,11900,Eragon,Action,T,PSP,Sierra Entertainment,Amaze Entertainment,6.2,,0.11,0.1,0.0,,0.01,2006,1,,6.2
1221,4548,Avatar: The Last Airbender,Adventure,E10,GC,THQ,AWE Games,5.5,,0.5,0.39,0.1,,0.01,2006,1,,5.5
1222,136,The Legend of Zelda: Twilight Princess,Adventure,T,Wii,Nintendo,Nintendo EAD,9.5,9.6,7.26,,,,,2006,1,9.3,9.466666666666667
1223,456,Pokemon Mystery Dungeon: Blue Rescue Team,Role-Playing,E,DS,Nintendo,ChunSoft,6.3,,3.49,,,,,2006,1,,6.3
1224,5938,Valkyrie Profile: Lenneth,Role-Playing,T,PSP,Square Enix,tri-Ace,8.1,,0.36,0.17,0.01,0.16,0.02,2006,1,,8.1
1225,6121,Dynasty Warriors 5 Empires,Action,T,PS2,KOEI,Omega Force,6.3,,0.34,0.11,0.09,0.12,0.03,2006,1,,6.3
1226,10714,Just Cause,Action,M,X360,Eidos Interactive,Avalanche Studios,7.3,,0.14,0.1,0.03,0.01,0.01,2006,1,,7.3
1227,9741,Pursuit Force,Racing,T,PSP,Sony Computer Entertainment,Bigbig Studios,7.4,,0.17,0.14,0.01,,0.02,2006,1,,7.4
1228,10504,Shadow Hearts: From The New World,Role-Playing,T,PS2,Xseed Games,Nautilus,7.6,,0.14,0.07,0.06,,0.02,2006,1,,7.6
1229,12192,World Series of Poker: Tournament of Champions 2007 Edition,Misc,T,PSP,Activision,Left Field Productions,6.4,,0.1,0.1,0.0,,0.01,2006,1,,6.4
1230,8791,NBA 07,Sports,E,PSP,Sony Computer Entertainment,SCE San Diego Studio,6.9,,0.2,0.18,,,0.02,2006,1,,6.9
1231,9221,Tiger Woods PGA Tour 07,Sports,E,XB,EA Sports,EA Redwood Shores,7.9,,0.19,0.13,0.05,,0.01,2006,1,,7.9
1232,6361,Major League Baseball 2K6,Sports,E,XB,2K Sports,Kush Games,7.3,,0.33,0.24,0.07,,0.01,2006,1,,7.3
1233,3151,Genji: Days of the Blade,Action,T,PS3,Sony Computer Entertainment,Game Republic,5.0,,0.75,0.18,0.38,0.06,0.14,2006,1,,5.0
1234,8800,Phantasy Star Universe,Role-Playing,T,PS2,Sega,Sonic Team,6.4,,0.2,,,,,2006,1,,6.4
1235,2976,The Sims 2: Pets,Simulation,T,PSP,Electronic Arts,Maxis,5.8,,0.8,0.19,0.39,,0.22,2006,1,,5.8
