,index,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,status,Vgchartzscore,average_rating
3707,490,Animal Crossing: Happy Home Designer,Simulation,E,3DS,Nintendo,Nintendo EAD,6.6,,3.32,,,,,2015,1,,6.6
3708,7926,Darksiders II: Deathinitive Edition,Action-Adventure,M,PS4,Nordic Games,Gunfire Games,7.5,,0.24,0.1,0.1,,0.04,2015,1,,7.5
3709,566,The Legend of Zelda: Majora's Mask 3D,Action-Adventure,E10,3DS,Nintendo,GREZZO,9.0,,3.0,,,,,2015,1,,9.0
3710,11981,Pokemon Rumble World,Action,E10,3DS,Nintendo,Ambrella,7.0,,0.11,,0.02,0.09,0.0,2015,1,,7.0
3711,7159,Etrian Mystery Dungeon,Role-Playing,E10,3DS,Atlus,Spike Chunsoft,7.6,,0.28,0.11,0.01,0.14,0.01,2015,1,,7.6
3712,717,FIFA 16,Sports,E,PS3,EA Sports,EA Canada,9.0,,2.55,0.43,1.68,0.05,0.38,2015,1,,9.0
3713,7434,Stella Glow,Role-Playing,T,3DS,Atlus,imageepoch Inc.,7.5,,0.26,0.17,0.01,0.06,0.02,2015,1,,7.5
3714,2366,Just Cause 3,Action-Adventure,M,XOne,Square Enix,Avalanche Studios,7.0,,1.01,0.52,0.41,,0.09,2015,1,,7.0
3715,2370,Madden NFL 16,Sports,E,X360,EA Sports,EA Tiburon,8.0,,1.01,0.88,0.02,,0.11,2015,1,,8.0
3716,2316,Hotline Miami 2: Wrong Number,Shooter,M,PC,Devolver Digital,Dennaton Games,8.3,,1.04,,,,,2015,1,6.5,7.4
3717,6657,Her Story,Adventure,,PC,Sam Barlow,Sam Barlow,8.7,,0.31,,,,,2015,1,,8.7
3718,505,FIFA 16,Sports,E,XOne,EA Sports,EA Canada,8.5,,3.25,0.92,2.1,,0.24,2015,1,,8.5
3719,10169,Wolfenstein: The Old Blood,Shooter,M,XOne,Bethesda Softworks,MachineGames,8.0,,0.15,0.07,0.07,,0.01,2015,1,,8.0
3720,493,Madden NFL 16,Sports,E,PS4,EA Sports,EA Tiburon,8.2,,3.3,2.39,0.31,,0.61,2015,1,,8.2
3721,4288,Mario Tennis Ultra Smash,Sports,E,WiiU,Nintendo,Camelot Software Planning,6.1,,0.54,0.16,0.2,0.15,0.03,2015,1,,6.1
3722,1625,Fallout 4,Role-Playing,M,PC,Bethesda Softworks,Bethesda Game Studios,9.0,,1.4,0.57,0.72,,0.11,2015,1,,9.0
3723,429,Assassin's Creed Syndicate,Action,M,PS4,Ubisoft,Ubisoft Quebec,8.6,,3.6,0.9,2.06,0.08,0.55,2015,1,,8.6
3724,1025,Just Cause 3,Action-Adventure,M,PS4,Square Enix,Avalanche Studios,7.5,,1.98,0.53,1.07,0.09,0.3,2015,1,,7.5
3725,1892,The Legend of Zelda: Tri Force Heroes,Adventure,E,3DS,Nintendo,GREZZO,7.4,,1.23,,,,,2015,1,,7.4
3726,754,Madden NFL 16,Sports,E,XOne,EA Sports,EA Tiburon,8.4,,2.47,2.13,0.08,,0.26,2015,1,,8.4
3727,6918,The Legend of Legacy,Role-Playing,E10,3DS,Atlus,Cattle Call,6.0,,0.29,0.14,0.02,0.11,0.02,2015,1,,6.0
3728,658,Need for Speed (2015),Racing,T,PS4,Electronic Arts,Ghost Games,7.0,,2.72,0.59,1.66,0.06,0.41,2015,1,,7.0
3729,4653,Animal Crossing: Amiibo Festival,Party,E,WiiU,Nintendo,"Nd Cube Co., Ltd.",4.8,,0.49,0.23,0.12,0.1,0.04,2015,1,,4.8
3730,5104,Story of Seasons,Misc,E10,3DS,Xseed Games,Marvelous,7.7,,0.44,,0.15,0.28,0.01,2015,1,,7.7
3731,4125,Puzzle & Dragons Z + Super Mario Bros. Edition,Puzzle,E,3DS,Nintendo,GungHo Online Entertainment,7.8,,0.56,0.09,0.11,0.35,0.02,2015,1,,7.8
3732,4640,Star Wars Battlefront (2015),Shooter,T,PC,Electronic Arts,EA DICE,7.5,,0.49,0.13,0.33,,0.04,2015,1,,7.5
3733,893,Mario Party 10,Misc,E,WiiU,Nintendo,"Nd Cube Co., Ltd.",6.3,,2.19,,,,,2015,1,,6.3
3734,11205,Shin Megami Tensei: Devil Survivor 2 Record Breaker,Role-Playing,T,3DS,Atlus,Atlus,8.4,,0.13,,0.02,0.1,0.0,2015,1,,8.4
3735,9926,Just Cause 3,Action-Adventure,M,PC,Square Enix,Avalanche Studios,7.6,,0.16,0.03,0.12,,0.01,2015,1,,7.6
3736,609,Yokai Watch,Role-Playing,E10,3DS,Nintendo,Level 5,7.7,,2.86,,,,,2015,1,,7.7
3737,6430,Chibi-Robo! Zip Lash,Platform,E,3DS,Nintendo,Nintendo,5.5,,0.32,0.14,0.09,0.07,0.02,2015,1,,5.5
3738,4036,StarCraft II: Legacy of the Void,Strategy,T,PC,Blizzard Entertainment,Blizzard Entertainment,8.8,,0.57,0.23,0.3,,0.05,2015,1,,8.8
3739,4122,Xenoblade Chronicles,Role-Playing,T,3DS,Nintendo,Monolith Soft,8.6,,0.56,0.24,0.15,0.13,0.04,2015,1,,8.6
3740,500,Madden NFL 17,Sports,E,PS4,EA Sports,EA Tiburon,8.5,,3.28,2.3,0.37,,0.6,2016,1,,8.5
3741,655,Far Cry: Primal,Action-Adventure,M,PS4,Ubisoft,Ubisoft Montreal,7.2,,2.73,0.63,1.61,0.07,0.41,2016,1,,7.2
3742,9060,Project X Zone 2,Role-Playing,T,3DS,Namco Bandai Games,Monolith Soft,6.6,,0.19,0.06,0.04,0.09,0.01,2016,1,,6.6
3743,6883,Phoenix Wright: Ace Attorney: Spirit of Justice,Adventure,T,3DS,Capcom,Capcom,8.1,,0.29,,,0.29,,2016,1,,8.1
3744,1604,Style Savvy: Fashion Forward,Simulation,E,3DS,Nintendo,syn Sophia,6.5,,1.41,,,,,2016,1,,6.5
3745,31,Pokemon Sun/Moon,Role-Playing,E,3DS,Nintendo,Game Freak,9.0,,16.14,,,,,2016,1,,9.0
3746,1646,Rocket League,Sports,E,XOne,505 Games,Psyonix Studios,8.0,,1.38,0.52,0.75,,0.11,2016,1,,8.0
3747,3387,Rocksmith 2014,Music,T,PC,Ubisoft,Ubisoft San Francisco,9.0,,0.7,0.39,0.24,,0.06,2016,1,,9.0
3748,11410,Life is Strange,Adventure,M,XOne,Square Enix,DONTNOD Entertainment,,,0.12,0.08,0.03,,0.01,2016,1,8.3,8.3
3749,12591,Shantae and the Pirate's Curse,Platform,E10,3DS,WayForward Technologies,WayForward Technologies,7.7,,0.1,0.05,,0.04,0.01,2016,1,,7.7
3750,6327,Tokyo Mirage Sessions #FE,Role-Playing,T,WiiU,Nintendo,Unknown,8.0,,0.33,0.17,0.06,0.08,0.02,2016,1,,8.0
3751,735,Forza Horizon 3,Racing,E,XOne,Microsoft Studios,Playground Games,9.0,,2.5,,,,,2016,1,,9.0
3752,1081,Dragon Ball: Xenoverse 2,Action,T,PS4,Namco Bandai Games,Dimps Corporation,7.1,,1.9,,,,,2016,1,,7.1
3753,604,Mafia III,Action-Adventure,M,PS4,2K Games,Hangar 13,6.9,,2.87,0.72,1.67,0.04,0.44,2016,1,,6.9
3754,2811,Mafia III,Action-Adventure,M,PC,2K Games,Hangar 13,6.5,,0.86,,,,,2016,1,,6.5
3755,1223,Titanfall 2,Shooter,M,PS4,Electronic Arts,Respawn Entertainment,8.9,,1.72,0.75,0.62,0.06,0.28,2016,1,,8.9
3756,2132,Mafia III,Action-Adventure,M,XOne,2K Games,Hangar 13,6.8,,1.11,0.54,0.48,,0.09,2016,1,,6.8
3757,2131,The Legend of Zelda: Twilight Princess HD,Action-Adventure,T,WiiU,Nintendo,Tantalus Interactive,8.4,,1.11,,,,,2016,1,,8.4
3758,266,Stardew Valley,Simulation,E10,PC,Chucklefish,ConcernedApe,9.2,,4.91,,,,,2016,1,,9.2
3759,657,Overwatch,Shooter,T,XOne,Blizzard Entertainment,Blizzard Entertainment,8.7,,2.72,1.63,0.84,,0.25,2016,1,,8.7
3760,5843,Shin Megami Tensei IV: Apocalypse,Role-Playing,M,3DS,Atlus,Atlus,8.1,,0.37,0.15,0.05,0.16,0.02,2016,1,,8.1
3761,2765,Paper Mario: Color Splash,Action-Adventure,E,WiiU,Nintendo,Intelligent Systems,7.4,6.4,0.87,0.35,0.37,0.08,0.06,2016,1,,6.9
3762,2774,Mario Party: Star Rush,Party,E,3DS,Nintendo,"Nd Cube Co., Ltd.",6.2,,0.87,0.25,0.37,0.2,0.05,2016,1,,6.2
3763,5096,Star Fox: Zero,Shooter,E10,WiiU,Nintendo,Nintendo EPD,6.7,,0.44,0.2,0.12,0.09,0.03,2016,1,,6.7
3764,589,Super Mario Maker,Platform,E,3DS,Nintendo,Nintendo,7.3,,2.93,,,,,2016,1,,7.3
3765,11435,Picross 3D Round 2,Puzzle,E,3DS,Nintendo,HAL Laboratory,8.6,,0.12,,0.0,0.12,0.0,2016,1,,8.6
3766,249,Final Fantasy XV,Role-Playing,T,PS4,Square Enix,Square Enix,8.1,,5.07,1.81,1.53,1.05,0.68,2016,1,,8.1
3767,1458,Kirby: Planet Robobot,Action,E,3DS,Nintendo,HAL Laboratory,7.7,,1.51,,,,,2016,1,,7.7
3768,1785,The Last Guardian,Action-Adventure,T,PS4,Sony Interactive Entertainment,SIE Japan Studio,7.9,,1.29,0.4,0.58,0.13,0.19,2016,1,,7.9
3769,2417,Pokken Tournament,Fighting,E10,WiiU,Nintendo,Namco Bandai Games,7.6,,1.0,,,,,2016,1,,7.6
3770,4004,Disney Magic World 2,Simulation,E,3DS,Nintendo,High Horse Entertainment,7.5,,0.58,0.07,0.25,0.23,0.02,2016,1,,7.5
3771,6877,VA-11 HALL-A,Adventure,M,PC,Ysbryd Games,Sukeban Games,8.4,,0.29,,,,,2016,1,,8.4
3772,328,Monster Hunter Generations,Action,T,3DS,Capcom,Capcom,8.8,,4.3,,,,,2016,1,,8.8
3773,8363,Return to PopoloCrois: A Story of Seasons Fairytale,Simulation,E10,3DS,Xseed Games,Marvelous Entertainment,7.0,,0.22,0.09,,0.11,0.01,2016,1,,7.0
3774,854,No Man's Sky,Action-Adventure,T,PS4,Hello Games,Hello Games,6.8,,2.26,0.89,0.97,0.04,0.37,2016,1,,6.8
3775,76,FIFA 17,Sports,E,PS4,Electronic Arts,EA Canada,8.9,,10.94,1.26,7.95,0.12,1.61,2016,1,,8.9
3776,1000,Rocket League,Sports,E,PS4,505 Games,Psyonix Studios,8.7,,2.02,0.37,1.34,,0.31,2016,1,,8.7
3777,2384,Far Cry: Primal,Action-Adventure,M,XOne,Ubisoft,Ubisoft Montreal,7.8,,1.0,0.51,0.41,,0.09,2016,1,,7.8
3778,759,Madden NFL 17,Sports,E,XOne,EA Sports,EA Tiburon,8.1,,2.44,2.14,0.04,,0.26,2016,1,,8.1
3779,990,NBA 2K17,Sports,E,XOne,2K Sports,Visual Concepts,8.8,,2.04,1.7,0.12,,0.21,2016,1,,8.8
3780,5193,Rocksmith 2014,Music,T,XOne,Ubisoft,Ubisoft San Francisco,9.0,,0.43,0.31,0.08,,0.04,2016,1,,9.0
3781,108,Uncharted 4: A Thief's End,Action,T,PS4,Sony Interactive Entertainment,Naughty Dog,9.2,,8.7,,,,,2016,1,,9.2
3782,407,FIFA 17,Sports,E,XOne,Electronic Arts,EA Canada,8.8,,3.71,1.04,2.4,,0.27,2016,1,,8.8
3783,7799,7th Dragon III Code: VFD,Role-Playing,T,3DS,Sega,Sega,7.5,,0.24,0.06,0.04,0.13,0.01,2016,1,,7.5
3784,11266,Zero Escape: Zero Time Dilemma,Adventure,M,3DS,Aksys Games,Chime,7.7,,0.12,0.08,,0.03,0.01,2016,1,,7.7
3785,5445,Shadow Tactics: Blades of the Shogun,Strategy,M,PC,Daedalic Entertainment,Mimimi Productions,8.3,,0.41,,,,,2016,1,,8.3
3786,10447,Metroid Prime: Federation Force,Action,T,3DS,Nintendo,Next Level Games,6.3,,0.15,0.08,0.02,0.03,0.01,2016,1,,6.3
3787,4138,Bravely Second: End Layer,Role-Playing,T,3DS,Nintendo,Silicon Studio,7.4,,0.56,0.22,0.11,0.2,0.03,2016,1,,7.4
3788,1130,The Elder Scrolls V: Skyrim Special Edition,Role-Playing,M,XOne,Bethesda Softworks,Bethesda Softworks,8.1,,1.83,1.13,0.53,,0.17,2016,1,,8.1
3789,1528,Minecraft,Misc,E10,WiiU,Mojang,4J Studios,5.5,,1.47,0.5,0.49,0.38,0.09,2016,1,,5.5
3790,10112,Gravity Rush Remastered,Action-Adventure,T,PS4,Sony Computer Entertainment,Bluepoint Games,7.9,,0.16,0.02,0.06,0.05,0.02,2016,1,,7.9
3791,478,The Elder Scrolls V: Skyrim Special Edition,Role-Playing,M,PS4,Bethesda Softworks,Bethesda Softworks,8.3,,3.36,1.24,1.5,0.08,0.54,2016,1,,8.3
3792,9667,Disgaea PC,Role-Playing,T,PC,NIS America,Nippon Ichi Software,,9.5,0.17,,,,,2016,1,,9.5
3793,1174,Ori and the Blind Forest: Definitive Edition,Platform,E,PC,Nordic Games,Moon Studios,,,1.76,,,,,2016,1,9.3,9.3
3794,3941,Final Fantasy Explorers,Role-Playing,E10,3DS,Square Enix,Square Enix,7.3,,0.59,0.17,0.1,0.29,0.03,2016,1,,7.3
3795,446,NBA 2K17,Sports,E,PS4,2K Sports,Visual Concepts,9.0,,3.52,2.28,0.59,0.03,0.63,2016,1,,9.0
3796,7781,Far Cry: Primal,Action-Adventure,M,PC,Ubisoft,Ubisoft Montreal,8.0,,0.25,0.07,0.16,,0.02,2016,1,,8.0
3797,2374,Mario & Luigi: Paper Jam,Role-Playing,E,3DS,Nintendo,AlphaDream Corporation,7.4,,1.01,,,,,2016,1,,7.4
3798,7619,Sonic Boom: Fire & Ice,Platform,E,3DS,Sega,Sanzaru Games,6.9,,0.25,0.14,0.08,0.02,0.02,2016,1,,6.9
3799,2618,Overwatch,Shooter,T,PC,Blizzard Entertainment,Blizzard Entertainment,9.5,,0.92,0.37,0.48,,0.07,2016,1,,9.5
3800,4312,Dragon Ball: Fusions,Role-Playing,T,3DS,Namco Bandai Games,Ganbarion,6.3,,0.54,0.17,0.09,0.24,0.03,2016,1,,6.3
3801,2981,Rhythm Heaven Megamix,Music,E,3DS,Nintendo,Nintendo,8.8,,0.8,,0.06,0.73,0.0,2016,1,,8.8
3802,297,Overwatch,Shooter,T,PS4,Blizzard Entertainment,Blizzard Entertainment,8.8,,4.54,1.84,1.8,0.17,0.73,2016,1,,8.8
3803,3385,Monster Hunter Stories,Role-Playing,E10,3DS,Capcom,Marvelous,8.1,,0.7,0.14,0.15,0.39,0.03,2017,1,,8.1
3804,6953,Ever Oasis,Role-Playing,E10,3DS,Nintendo,GREZZO,8.1,,0.29,0.13,0.08,0.05,0.02,2017,1,,8.1
3805,1001,NBA 2K18,Sports,E10,XOne,2K Sports,Visual Concepts,7.7,,2.02,1.67,0.14,,0.21,2017,1,,7.7
3806,3606,LEGO City Undercover,Platform,E10,NS,Warner Bros. Interactive Entertainment,TT Fusion,8.0,,0.65,0.23,0.33,0.03,0.05,2017,1,,8.0
3807,4843,Sonic Mania,Platform,E,NS,Sega,PagodaWest Games,8.8,,0.47,0.23,0.18,0.01,0.04,2017,1,,8.8
3808,1675,Wolfenstein II: The New Colossus,Shooter,M,PS4,Bethesda Softworks,MachineGames,9.0,,1.36,0.55,0.58,0.01,0.22,2017,1,,9.0
3809,4998,Style Savvy: Styling Star,Simulation,E,3DS,Nintendo,syn Sophia,8.5,,0.45,,0.29,0.14,0.02,2017,1,,8.5
3810,3128,Just Dance 2018,Music,E10,NS,Ubisoft,Ubisoft Paris,8.0,,0.76,0.3,0.4,,0.06,2017,1,,8.0
3811,3487,Resident Evil VII: Biohazard,Action,,PC,Capcom,Capcom,7.9,,0.67,,,,,2017,1,,7.9
3812,6701,Monopoly for Nintendo Switch,Board Game,E,NS,Ubisoft,Engine Software,5.3,,0.3,0.06,0.22,0.01,0.02,2017,1,,5.3
3813,6861,Just Dance 2017,Music,E10,NS,Ubisoft,Ubisoft Paris,6.5,,0.29,0.07,0.2,,0.02,2017,1,,6.5
3814,4625,Story of Seasons: Trio of Towns,Simulation,E10,3DS,Marvelous Interactive,Marvelous Entertainment,7.9,,0.49,0.19,0.06,0.22,0.03,2017,1,,7.9
3815,12237,Stardew Valley,Simulation,E10,PS4,505 Games,ConcernedApe,8.8,,0.1,0.04,0.04,,0.02,2017,1,,8.8
3816,10004,Pillars of Eternity,Role-Playing,M,PS4,Paradox Interactive,Obsidian Entertainment,8.3,,0.16,0.11,0.02,,0.03,2017,1,,8.3
3817,12229,Tokyo Xanadu eX+,Role-Playing,,PS4,Aksys Games,Nihon Falcom Corporation,,,0.1,0.05,,0.05,0.01,2017,1,7.0,7.0
3818,691,Madden NFL 18,Sports,E,PS4,EA Sports,EA Tiburon,8.2,,2.62,1.73,0.42,,0.47,2017,1,,8.2
3819,4833,Knack 2,Platform,E10,PS4,Sony Interactive Entertainment,SIE Japan Studio,6.7,,0.47,0.14,0.25,0.01,0.07,2017,1,,6.7
3820,7082,Little Nightmares,Platform,T,PC,Namco Bandai Games,Tarsier Studios,8.6,,0.28,,,,,2017,1,,8.6
3821,7142,The Binding of Isaac: Afterbirth+,Action,M,NS,Nicalis,Nicalis,9.0,,0.28,0.17,0.08,,0.03,2017,1,,9.0
3822,2017,Pokken Tournament DX,Fighting,E10,NS,Nintendo,Namco Bandai Games,8.0,,1.16,,,,,2017,1,,8.0
3823,7150,Gundam Versus,Action,T,PS4,Namco Bandai Games,Namco Bandai Games,7.3,,0.28,0.08,,0.18,0.02,2017,1,,7.3
3824,71,The Legend of Zelda: Breath of the Wild,Action-Adventure,E10,NS,Nintendo,Nintendo EPD,9.9,10.0,11.68,,,,,2017,1,,9.95
3825,2029,The Elder Scrolls V: Skyrim,Role-Playing,M,NS,Bethesda Softworks,Bethesda Softworks,8.6,9.1,1.15,0.67,0.32,0.06,0.1,2017,1,,8.85
3826,84,Horizon: Zero Dawn,Action,T,PS4,Sony Interactive Entertainment,Guerrilla Games,9.1,8.0,10.0,,,,,2017,1,,8.55
3827,3426,Rayman Legends,Platform,E10,NS,Ubisoft,Ubisoft Montpellier,4.5,,0.69,0.23,0.4,,0.05,2017,1,,4.5
3828,11437,The Great Ace Attorney 2 - The Resolve of Ryuunosuke Naruhodou,Adventure,,3DS,Capcom,Capcom,,,0.12,,,0.12,,2017,1,7.0,7.0
3829,117,Splatoon 2,Shooter,E10,NS,Nintendo,Nintendo EPD,8.2,,8.27,,,,,2017,1,,8.2
3830,116,Pokemon: Ultra Sun and Ultra Moon,Role-Playing,E,3DS,Nintendo,Game Freak,8.1,,8.28,,,,,2017,1,,8.1
3831,11918,RiME,Adventure,E10,PS4,Grey Box,Tequila Works,7.1,,0.11,0.02,0.07,,0.02,2017,1,,7.1
3832,4885,Mario Sports Superstars,Sports,E,3DS,Nintendo,Namco Bandai Games,6.0,,0.46,0.18,0.12,0.13,0.03,2017,1,,6.0
3833,5799,Minecraft,Misc,E10,3DS,Nintendo,Other Ocean Interactive,6.7,,0.37,0.33,,,0.04,2017,1,,6.7
3834,68,FIFA 18,Sports,E,PS4,EA Sports,EA Vancouver,8.3,,11.8,1.27,8.64,0.15,1.73,2017,1,,8.3
3835,9324,Resident Evil: Revelations,Action,M,PS4,Capcom,Capcom,7.2,,0.18,0.06,0.06,0.04,0.02,2017,1,,7.2
3836,2034,Dragon Quest VIII: Journey of the Cursed King,Role-Playing,T,3DS,Nintendo,Level 5 / Armor Project,8.8,,1.15,0.14,0.11,0.88,0.02,2017,1,,8.8
3837,701,Mario + Rabbids: Kingdom Battle,Strategy,E10,NS,Ubisoft,Ubisoft Milan,8.3,,2.59,1.1,1.08,0.22,0.2,2017,1,,8.3
3838,3425,Mario Party: The Top 100,Misc,E,3DS,Nintendo,"Nd Cube Co., Ltd.",5.0,,0.69,0.23,0.17,0.24,0.04,2017,1,,5.0
3839,48,Super Mario Odyssey,Platform,E10,NS,Nintendo,Nintendo EPD,9.9,,13.76,,,,,2017,1,,9.9
3840,5209,Doom (2016),Shooter,M,NS,Bethesda Softworks,id Software,8.2,9.1,0.43,0.24,0.15,0.01,0.04,2017,1,,8.649999999999999
3841,525,FIFA 18,Sports,E,XOne,EA Sports,EA Vancouver,8.0,,3.14,0.98,1.92,,0.23,2017,1,,8.0
3842,3150,LEGO City Undercover,Platform,E10,PS4,Warner Bros. Interactive Entertainment,TT Fusion,8.0,,0.75,0.17,0.46,0.01,0.12,2017,1,,8.0
3843,5207,NBA 2K18,Sports,E10,NS,2K Sports,Visual Concepts,7.5,,0.43,0.3,0.06,0.03,0.04,2017,1,,7.5
3844,2337,Miitopia,Role-Playing,E,3DS,Nintendo,Nintendo EPD,6.6,,1.03,,,,,2017,1,,6.6
3845,8514,Fate/Extella: The Umbral Star,Action,T,NS,Xseed Games,Marvelous Entertainment,8.0,,0.21,0.1,0.06,0.04,0.02,2017,1,,8.0
3846,11959,NBA 2K18,Sports,E10,X360,2K Sports,Visual Concepts,7.0,,0.11,0.09,0.0,,0.01,2017,1,,7.0
3847,8426,Super Lucky's Tale,Platform,E,XOne,Microsoft Studios,Playful Corp.,6.5,,0.22,0.13,0.07,,0.02,2017,1,,6.5
3848,484,NBA 2K18,Sports,E10,PS4,2K Sports,Visual Concepts,8.1,,3.34,2.13,0.57,0.04,0.59,2017,1,,8.1
3849,8392,Night in the Woods,Adventure,T,PC,Unknown,Unknown,8.8,,0.22,,,,,2017,1,,8.8
3850,4294,NBA 2K18,Sports,E10,PC,2K Sports,Visual Concepts,7.0,,0.54,,,,,2017,1,,7.0
3851,3215,Sonic Forces,Platform,E10,NS,Sega,Sonic Team,5.4,,0.74,0.39,0.27,0.01,0.06,2017,1,,5.4
3852,4184,Poochy & Yoshi's Woolly World,Platform,E,3DS,Nintendo,Good-Feel,7.5,,0.55,0.2,0.16,0.17,0.03,2017,1,,7.5
3853,937,ARMS,Fighting,E10,NS,Nintendo,Nintendo EPD,7.9,,2.1,,,,,2017,1,,7.9
3854,4193,Puyo Puyo Tetris,Puzzle,E,NS,Sega,Sonic Team,8.3,,0.55,0.22,0.18,0.12,0.04,2017,1,,8.3
3855,533,Tom Clancy's Ghost Recon Wildlands,Shooter,M,PS4,Ubisoft,Ubisoft Paris,7.0,,3.12,1.07,1.35,0.22,0.47,2017,1,,7.0
3856,9751,Axiom Verge,Action,E10,NS,Thomas Happ Games,Thomas Happ Games,7.5,,0.17,0.12,0.03,,0.02,2017,1,,7.5
3857,2400,Enter the Gungeon,Action,,NS,Devolver Digital,Dodge Roll,,8.4,1.0,,,,,2017,1,,8.4
